Date,TimeOfDay,Soil_ph,Iron,Manganese,Zinc,Copper,Boron,Molybdenum,Chlorine,Nickel,Potassium,Sodium,Nitrogen,Calcium,Sulphur,Phosphorus,Relative_Humidity,Temperature,Water,Radiation
2020-11-13,morning,5.56,8.89,38.75,1.65,0.33,0.85,0.017,0.79,0.055,16.02,18.03,18.27,28.64,15.95,2.79,65.64,20.19,2.82,397.12
2020-11-13,afternoon,6.84,4.2,41.75,1.44,0.36,0.36,0.014,0.71,0.039,16.91,17.05,18.32,21.52,17.27,2.15,61.68,30.53,3.81,453.37
2020-11-13,evening,6.15,9.84,29.64,0.73,0.31,0.79,0.023,1.03,0.011,15.88,18.45,17.29,28.66,25.66,2.49,69.03,22.45,4.75,437.58
2020-11-14,morning,5.81,6.73,16.6,1.84,0.29,0.73,0.029,0.44,0.074,19.91,18.1,15.1,25.39,16.58,2.37,72.52,22.09,4.68,430.86
2020-11-14,afternoon,5.97,8.06,37.15,0.62,0.31,0.88,0.048,0.5,0.096,16.84,16.18,16.87,26.26,22.62,2.89,61.21,31.37,4.03,443.27
2020-11-14,evening,5.7,5.29,41.94,0.97,0.39,0.75,0.044,1.19,0.063,17.57,18.54,16.21,21.05,18.97,2.72,83.68,25.78,2.85,492.87
2020-11-15,morning,5.59,5.63,15.6,1.38,0.47,0.4,0.04,0.97,0.088,15.28,16.96,18.34,20.35,22.2,2.54,78.74,20.5,4.04,487.87
2020-11-15,afternoon,6.64,4.96,37.31,1.81,0.23,0.6,0.038,1.72,0.095,16.43,17.74,18.65,15.65,28.68,2.24,67.25,26.61,4.79,336.36
2020-11-15,evening,5.72,6.15,19.81,0.58,0.34,0.72,0.044,0.23,0.026,15.69,16.41,15.66,26.35,19.96,2.91,68.75,20.97,4.45,383.86
2020-11-16,morning,6.03,6.6,33.65,0.93,0.27,0.49,0.015,1.03,0.047,17.38,19.23,19.13,22.08,21.05,2.25,60.22,34.37,4.45,469.8
2020-11-16,afternoon,6.58,6.32,26.28,1.16,0.46,0.46,0.03,1.14,0.023,18.25,15.16,18.8,29.76,23.76,2.0,65.6,26.48,4.17,330.32
2020-11-16,evening,6.71,9.96,31.32,1.78,0.27,0.33,0.018,1.45,0.069,17.56,17.9,18.36,26.14,26.92,2.72,83.58,27.19,3.22,316.81
2020-11-17,morning,6.31,4.11,27.94,0.62,0.43,0.7,0.022,0.97,0.09,15.26,19.64,16.26,18.23,23.49,2.83,63.58,33.62,4.97,485.53
2020-11-17,afternoon,5.56,4.62,23.43,1.11,0.41,0.98,0.039,0.96,0.079,16.96,15.56,19.53,26.31,20.85,2.11,82.5,26.93,2.83,305.03
2020-11-17,evening,6.94,5.96,15.08,1.29,0.31,0.71,0.023,1.96,0.077,17.22,19.57,17.34,26.23,21.54,2.17,79.62,30.3,4.72,452.9
2020-11-18,morning,5.78,5.91,34.06,0.58,0.5,0.67,0.034,0.64,0.057,19.88,17.26,17.86,18.14,26.85,2.36,77.7,29.16,2.67,424.95
2020-11-18,afternoon,6.1,5.72,39.78,1.78,0.22,0.52,0.022,0.56,0.075,17.34,19.6,16.16,19.02,17.57,2.97,71.33,21.12,3.46,366.42
2020-11-18,evening,6.54,4.28,30.53,1.87,0.31,0.69,0.017,1.65,0.048,15.12,16.43,17.8,22.48,23.92,2.47,84.27,28.68,3.06,411.31
2020-11-19,morning,6.9,9.42,44.05,1.07,0.26,0.96,0.024,1.81,0.063,15.34,17.27,16.44,20.03,15.37,2.59,63.68,34.9,3.55,340.05
2020-11-19,afternoon,6.76,9.94,13.82,0.61,0.3,0.92,0.042,0.36,0.035,18.67,15.49,17.3,29.18,25.07,2.12,62.58,32.89,3.53,483.55
2020-11-19,evening,5.65,4.05,46.64,1.67,0.26,0.38,0.013,0.2,0.079,19.35,17.31,18.53,15.34,18.68,2.92,70.0,22.04,3.94,356.92
2020-11-20,morning,5.85,9.43,20.64,1.58,0.31,0.9,0.026,1.95,0.044,16.57,15.71,15.5,29.64,22.15,2.4,84.73,31.71,4.32,456.06
2020-11-20,afternoon,6.68,7.6,39.97,1.47,0.23,0.6,0.027,1.46,0.057,16.51,15.01,18.91,20.1,24.59,2.41,65.62,29.74,4.52,478.92
2020-11-20,evening,5.51,9.52,23.02,0.7,0.37,0.53,0.021,1.23,0.085,19.63,19.39,15.41,29.85,18.87,2.4,76.63,33.43,3.65,419.04
2020-11-21,morning,6.31,7.3,32.2,1.71,0.25,0.58,0.023,1.86,0.066,15.48,18.96,19.22,18.39,26.58,2.46,78.01,29.73,2.71,470.38
2020-11-21,afternoon,6.93,9.04,49.08,1.95,0.38,0.69,0.021,1.74,0.095,16.06,16.87,17.57,26.97,28.66,2.01,73.57,26.41,3.9,381.05
2020-11-21,evening,6.3,7.75,21.72,1.79,0.26,0.88,0.024,0.5,0.032,17.17,17.98,18.59,28.73,19.48,2.67,68.92,28.21,3.07,488.86
2020-11-22,morning,5.56,4.43,19.62,0.86,0.5,0.33,0.016,1.01,0.063,16.33,18.48,15.92,25.84,27.2,2.1,64.49,25.57,3.32,453.77
2020-11-22,afternoon,5.52,5.81,18.73,1.64,0.3,0.36,0.018,0.81,0.093,18.93,19.73,16.75,20.87,29.47,2.24,69.45,31.96,4.27,477.59
2020-11-22,evening,6.61,4.53,43.1,1.34,0.46,0.51,0.015,0.73,0.079,15.11,15.12,17.87,23.55,18.09,2.16,63.34,34.48,4.38,435.35
2020-11-23,morning,6.38,8.53,14.37,1.78,0.22,0.59,0.036,1.19,0.078,17.74,16.28,17.38,26.66,19.06,2.78,76.76,34.53,4.96,338.83
2020-11-23,afternoon,5.67,7.42,41.09,1.84,0.45,0.91,0.043,0.74,0.067,19.65,15.5,15.8,18.07,15.73,2.49,67.4,32.97,3.26,445.98
2020-11-23,evening,6.92,6.72,31.99,1.02,0.4,0.58,0.014,1.67,0.085,15.5,17.96,19.28,28.77,28.81,2.62,80.11,27.02,2.85,304.59
2020-11-24,morning,5.73,7.52,25.96,1.16,0.31,0.91,0.014,0.42,0.053,16.22,15.14,16.23,20.75,21.5,2.56,73.27,29.29,3.14,330.73
2020-11-24,afternoon,5.64,6.24,34.36,0.52,0.33,0.74,0.012,1.38,0.068,17.95,17.5,15.84,20.05,18.45,2.73,77.56,24.16,3.22,341.89
2020-11-24,evening,5.57,6.86,30.27,0.96,0.32,0.66,0.025,0.44,0.071,18.86,15.59,15.21,21.78,29.61,2.8,78.01,28.84,4.64,361.96
2020-11-25,morning,6.7,4.17,35.25,1.15,0.3,0.59,0.016,0.4,0.066,19.04,15.38,15.57,18.22,27.3,2.57,66.85,33.24,3.17,488.47
2020-11-25,afternoon,6.27,8.66,47.5,1.75,0.35,0.52,0.013,1.68,0.051,15.27,15.75,18.74,26.64,23.81,2.12,72.63,34.39,4.61,400.97
2020-11-25,evening,5.79,4.21,37.39,1.91,0.46,0.7,0.021,1.45,0.04,19.61,16.41,15.48,27.62,21.36,2.6,70.87,29.26,4.32,379.38
2020-11-26,morning,6.7,5.69,35.88,1.87,0.31,0.77,0.01,0.55,0.098,15.38,18.07,19.95,29.99,18.04,2.95,84.79,31.81,4.41,306.99
2020-11-26,afternoon,5.78,8.65,35.76,0.82,0.33,0.98,0.05,1.82,0.041,17.68,15.83,18.11,20.46,21.85,2.7,70.64,32.92,2.98,436.11
2020-11-26,evening,6.13,5.17,16.64,1.7,0.3,0.89,0.046,1.25,0.074,18.07,16.56,17.15,23.08,16.35,2.13,66.05,24.87,2.66,466.31
2020-11-27,morning,6.47,5.11,23.99,0.85,0.38,0.45,0.017,1.21,0.094,18.71,16.01,17.63,28.52,17.59,3.0,61.25,26.28,4.13,402.15
2020-11-27,afternoon,6.3,6.26,42.19,0.63,0.37,0.63,0.025,0.76,0.028,19.69,16.28,15.56,21.73,27.69,2.61,68.47,30.08,2.8,440.51
2020-11-27,evening,5.96,4.0,38.29,1.48,0.28,0.86,0.036,1.94,0.074,18.66,17.37,15.96,22.17,20.48,2.02,68.88,29.36,2.89,457.22
2020-11-28,morning,6.81,5.51,34.08,1.08,0.37,0.82,0.041,0.56,0.05,15.99,16.35,19.18,21.77,22.05,2.96,61.89,28.89,3.56,446.34
2020-11-28,afternoon,6.26,6.77,25.29,0.79,0.37,0.31,0.016,1.2,0.042,17.6,17.42,15.75,25.86,22.99,2.15,77.85,29.93,4.98,499.81
2020-11-28,evening,6.39,8.68,43.24,1.42,0.43,0.83,0.027,1.64,0.022,18.51,19.22,16.92,25.4,19.12,2.7,60.81,31.41,4.44,409.39
2020-11-29,morning,6.1,7.78,31.07,1.25,0.37,0.45,0.032,0.43,0.013,17.48,18.33,17.51,23.89,26.68,2.47,70.35,22.78,4.53,372.45
2020-11-29,afternoon,6.32,9.37,12.46,1.29,0.33,0.65,0.038,1.31,0.056,16.58,15.37,19.29,19.76,18.91,2.62,83.8,32.55,4.87,492.0
2020-11-29,evening,5.96,4.63,16.7,0.96,0.4,0.38,0.048,0.56,0.029,17.16,18.09,15.65,20.61,19.44,2.97,82.36,28.71,3.97,383.33
2020-11-30,morning,5.68,8.44,14.26,1.68,0.42,0.33,0.013,1.6,0.061,16.94,18.02,16.88,25.28,19.18,2.17,64.64,30.88,2.88,347.76
2020-11-30,afternoon,6.61,5.88,35.43,1.16,0.3,0.96,0.031,1.06,0.019,16.85,16.66,18.6,23.15,29.88,2.56,78.84,25.0,3.88,308.77
2020-11-30,evening,6.49,4.47,41.14,1.83,0.44,0.75,0.029,1.69,0.067,15.32,15.28,17.99,27.14,24.83,2.23,77.58,24.04,3.96,458.84
2020-12-01,morning,6.64,4.01,19.15,0.63,0.43,0.96,0.026,1.97,0.063,17.78,19.87,18.34,15.17,15.57,2.71,74.04,25.05,4.22,470.86
2020-12-01,afternoon,5.75,9.96,41.32,1.7,0.43,0.72,0.032,1.42,0.063,16.93,16.78,19.68,17.17,22.66,2.56,68.41,21.94,2.6,311.36
2020-12-01,evening,6.66,5.7,11.28,0.98,0.36,0.82,0.019,0.99,0.087,17.25,19.12,18.3,21.15,21.59,2.78,68.81,30.1,2.87,319.96
2020-12-02,morning,5.97,8.09,49.34,0.79,0.32,0.72,0.039,0.67,0.053,15.13,18.68,15.25,17.39,22.99,2.03,68.73,25.55,3.96,452.08
2020-12-02,afternoon,5.64,9.95,21.03,0.92,0.49,0.31,0.03,1.87,0.091,15.74,18.64,17.68,22.17,23.93,2.08,78.21,33.22,4.14,441.94
2020-12-02,evening,5.6,8.91,16.89,1.78,0.37,0.61,0.048,0.57,0.086,18.63,17.6,17.2,27.9,20.54,2.4,60.11,23.76,3.49,427.26
2020-12-03,morning,5.52,6.04,20.57,1.7,0.32,0.32,0.024,0.46,0.022,17.14,19.88,19.93,21.83,25.29,2.26,82.26,20.53,4.85,404.52
2020-12-03,afternoon,5.77,7.74,12.29,0.7,0.3,0.69,0.031,1.92,0.051,18.48,18.85,18.24,17.85,24.72,2.95,60.1,20.51,3.77,400.33
2020-12-03,evening,5.87,9.81,15.43,1.19,0.26,0.36,0.042,1.71,0.065,15.4,19.12,19.85,22.78,28.9,2.16,77.78,23.27,2.92,303.09
2020-12-04,morning,6.21,5.07,32.24,1.02,0.47,0.54,0.026,1.73,0.1,19.56,16.53,15.01,18.21,24.89,2.62,83.93,30.16,4.76,340.56
2020-12-04,afternoon,6.32,5.94,24.54,1.74,0.28,0.46,0.015,1.25,0.079,15.74,15.55,15.05,22.7,28.9,2.4,81.12,22.04,3.05,346.06
2020-12-04,evening,6.41,8.96,36.72,1.1,0.36,0.82,0.049,1.75,0.074,16.68,15.18,15.17,22.42,22.42,2.03,65.62,24.45,4.06,463.14
2020-12-05,morning,5.78,5.97,36.61,2.0,0.27,0.97,0.04,1.76,0.047,16.04,18.32,16.15,21.09,22.32,2.4,84.08,25.35,3.92,351.02
2020-12-05,afternoon,5.99,5.24,13.68,1.65,0.26,0.57,0.039,1.59,0.082,15.92,16.77,19.08,19.23,21.01,2.74,72.62,25.0,3.4,315.2
2020-12-05,evening,6.43,5.81,46.38,0.67,0.34,0.71,0.027,0.66,0.026,15.99,16.47,15.57,16.94,21.93,2.43,77.94,20.4,4.45,464.14
2020-12-06,morning,5.65,7.36,45.62,0.56,0.22,0.78,0.045,1.34,0.019,15.34,19.59,16.43,22.58,15.84,2.84,73.58,33.6,3.0,385.93
2020-12-06,afternoon,6.82,7.57,20.67,1.37,0.49,0.99,0.012,0.73,0.015,17.23,18.06,15.12,27.21,17.05,2.41,69.2,30.98,4.0,391.1
2020-12-06,evening,6.95,5.27,49.73,1.41,0.41,0.31,0.02,1.29,0.045,15.85,15.33,16.31,28.11,15.91,2.76,62.19,31.84,3.86,432.53
2020-12-07,morning,5.91,9.64,19.09,1.78,0.23,0.88,0.021,0.93,0.049,17.02,19.25,16.19,24.61,21.78,2.72,63.96,22.35,4.72,353.9
2020-12-07,afternoon,6.76,5.71,42.77,1.23,0.38,0.55,0.026,1.71,0.023,16.15,16.4,18.3,28.17,18.03,2.03,65.94,28.61,3.84,407.13
2020-12-07,evening,5.78,5.49,16.39,1.63,0.45,0.57,0.025,1.53,0.05,17.43,19.5,18.43,24.51,27.19,2.8,81.44,20.42,3.51,316.24
2020-12-08,morning,5.52,6.82,22.17,1.75,0.39,0.92,0.017,0.9,0.022,19.19,19.3,18.17,25.02,28.34,2.19,81.64,32.95,2.56,366.7
2020-12-08,afternoon,6.47,8.15,29.62,1.06,0.5,0.82,0.032,0.93,0.018,16.57,15.53,17.74,18.07,22.58,2.98,84.17,31.38,3.79,331.57
2020-12-08,evening,6.05,6.69,49.18,0.88,0.21,0.9,0.029,1.08,0.073,16.4,19.91,16.27,21.94,17.65,2.19,81.12,23.9,4.48,470.14
2020-12-09,morning,6.5,6.64,25.43,1.91,0.46,0.67,0.042,1.27,0.099,18.4,19.5,16.53,20.17,25.23,2.86,65.43,32.76,2.56,393.44
2020-12-09,afternoon,6.67,4.46,33.07,0.62,0.43,0.98,0.028,0.41,0.012,16.72,19.79,18.81,29.39,20.87,2.43,82.89,22.14,3.43,357.12
2020-12-09,evening,6.54,9.87,30.31,1.02,0.3,0.77,0.037,1.89,0.024,16.58,19.36,17.54,17.9,18.52,2.64,76.94,32.73,2.56,461.02
2020-12-10,morning,6.27,7.23,32.42,1.38,0.37,0.96,0.035,1.4,0.055,16.99,15.55,18.6,18.35,23.83,2.75,75.45,26.46,2.75,387.94
2020-12-10,afternoon,6.92,6.05,25.45,1.05,0.3,0.85,0.048,0.5,0.046,18.53,15.23,17.17,20.26,27.43,2.62,70.44,21.69,2.97,476.59
2020-12-10,evening,5.73,7.99,32.43,0.9,0.4,0.39,0.044,0.3,0.041,19.31,16.16,16.3,25.81,27.26,2.01,83.77,28.0,3.13,496.8
2020-12-11,morning,5.94,7.51,10.88,1.55,0.4,0.86,0.029,1.16,0.063,16.74,17.19,15.41,20.9,18.83,2.83,69.02,34.04,3.43,427.95
2020-12-11,afternoon,6.76,5.52,22.59,1.11,0.46,0.56,0.011,0.37,0.024,16.46,19.41,15.34,15.3,26.77,2.58,81.19,22.81,4.82,300.45
2020-12-11,evening,5.63,8.13,18.35,0.53,0.39,0.47,0.047,0.85,0.099,19.91,17.48,19.71,29.32,24.36,2.54,70.29,26.84,2.58,461.9
2020-12-12,morning,5.8,6.12,13.96,1.72,0.41,0.67,0.043,0.59,0.046,19.79,16.65,18.17,23.93,21.43,2.87,73.53,25.55,2.5,436.23
2020-12-12,afternoon,6.95,8.42,34.04,1.73,0.28,0.72,0.013,0.36,0.099,18.09,16.62,15.71,16.31,15.75,2.89,78.51,34.34,4.9,422.61
2020-12-12,evening,6.89,4.47,22.25,1.13,0.4,0.69,0.031,1.1,0.07,15.07,15.63,19.07,21.89,19.48,2.09,69.81,31.71,3.26,436.77
2020-12-13,morning,6.59,7.14,21.99,1.63,0.24,0.97,0.036,0.37,0.058,19.62,18.29,16.79,15.72,24.37,2.82,80.63,23.76,3.05,390.82
2020-12-13,afternoon,5.68,9.2,18.1,0.59,0.38,0.44,0.014,1.47,0.075,17.78,19.99,19.55,16.95,22.15,2.34,80.0,24.27,3.8,312.28
2020-12-13,evening,5.67,5.54,46.0,1.68,0.26,0.52,0.044,0.48,0.078,15.4,18.65,17.05,15.03,18.5,2.69,69.86,21.1,3.68,484.44
2020-12-14,morning,6.99,8.1,22.81,0.84,0.47,0.7,0.037,1.1,0.047,16.06,18.23,16.0,27.14,24.92,2.96,71.89,26.16,3.05,443.76
2020-12-14,afternoon,5.69,9.25,16.34,0.72,0.31,0.54,0.037,1.4,0.066,19.53,18.18,15.44,29.15,23.0,2.25,66.25,22.36,4.69,316.72
2020-12-14,evening,6.71,8.2,49.77,1.29,0.33,0.31,0.036,0.96,0.039,15.18,17.8,17.49,16.01,23.79,2.85,80.73,27.46,3.35,408.25
2020-12-15,morning,5.92,7.29,34.97,1.36,0.43,0.63,0.046,0.96,0.016,17.92,18.3,15.67,23.85,18.93,2.1,62.96,33.77,4.78,350.9
2020-12-15,afternoon,6.79,4.02,35.07,1.81,0.47,0.76,0.029,0.43,0.071,18.68,16.15,17.63,26.82,29.07,2.05,69.29,24.97,4.8,427.18
2020-12-15,evening,6.96,6.17,43.91,1.23,0.31,0.38,0.038,0.59,0.013,19.38,18.55,18.87,18.41,20.28,2.74,72.23,22.12,3.18,396.66
2020-12-16,morning,6.76,9.12,38.17,1.34,0.38,0.37,0.015,0.36,0.074,17.42,17.3,19.85,19.25,25.92,2.48,79.25,25.41,4.49,460.53
2020-12-16,afternoon,5.64,9.2,26.73,0.68,0.26,0.72,0.012,0.24,0.028,18.18,18.37,17.92,23.96,28.61,2.8,60.7,33.28,3.98,360.16
2020-12-16,evening,6.03,5.96,18.86,1.78,0.37,0.31,0.042,0.89,0.037,16.07,18.59,18.78,23.03,16.38,2.37,71.15,20.75,2.97,322.49
2020-12-17,morning,5.85,7.8,37.46,0.54,0.43,0.41,0.038,1.16,0.093,16.9,15.01,18.71,20.3,16.91,2.61,64.87,23.06,3.95,361.94
2020-12-17,afternoon,6.97,5.44,39.03,1.72,0.34,0.76,0.031,1.09,0.033,17.09,15.26,15.95,27.06,22.2,2.48,62.16,27.84,2.73,328.75
2020-12-17,evening,5.63,9.34,30.46,1.06,0.32,0.48,0.047,0.38,0.067,19.05,16.55,16.76,28.69,29.93,2.78,63.54,22.06,4.18,319.36
2020-12-18,morning,5.66,4.66,26.77,1.14,0.21,0.6,0.045,0.72,0.068,19.86,16.01,16.03,23.06,19.76,2.9,72.53,20.82,2.86,306.79
2020-12-18,afternoon,6.28,6.94,30.06,0.53,0.4,0.75,0.03,0.93,0.07,15.89,17.12,19.59,25.87,26.55,2.92,84.57,23.12,3.35,383.76
2020-12-18,evening,6.13,9.9,19.83,0.91,0.31,0.63,0.039,0.73,0.017,18.87,17.57,15.0,15.67,15.65,2.25,76.15,24.19,4.61,384.43
2020-12-19,morning,6.82,9.29,47.69,1.42,0.47,0.4,0.048,1.32,0.052,15.11,17.59,15.83,28.76,28.84,2.13,69.69,22.3,2.59,375.52
2020-12-19,afternoon,6.1,6.92,12.92,1.13,0.47,0.41,0.011,1.33,0.058,17.1,15.14,17.11,19.48,19.31,2.19,76.57,26.38,3.77,409.11
2020-12-19,evening,6.52,7.44,32.33,0.92,0.34,0.55,0.032,1.85,0.039,16.53,18.42,17.63,26.62,29.47,2.54,67.72,32.97,3.49,383.2
2020-12-20,morning,5.81,5.4,28.99,1.14,0.31,0.4,0.031,0.81,0.041,15.57,15.25,19.16,16.96,28.51,2.83,75.67,34.32,4.81,473.43
2020-12-20,afternoon,6.35,6.11,29.17,1.29,0.3,0.32,0.048,1.24,0.014,15.4,16.54,15.15,15.18,15.41,2.19,76.91,26.01,4.78,432.2
2020-12-20,evening,6.4,6.36,37.23,1.59,0.44,0.31,0.016,1.62,0.095,19.29,18.43,19.11,15.7,29.71,2.55,63.85,23.52,3.44,303.99
2020-12-21,morning,6.65,5.27,17.62,1.13,0.3,0.49,0.036,1.41,0.046,18.84,15.62,16.19,21.82,16.4,2.65,76.13,33.43,3.49,427.63
2020-12-21,afternoon,5.64,6.61,23.35,1.31,0.34,0.47,0.04,0.53,0.089,17.33,19.48,16.27,21.75,27.71,2.63,62.13,27.23,3.1,440.11
2020-12-21,evening,6.45,5.2,17.68,1.78,0.21,0.67,0.019,0.24,0.068,19.61,15.28,16.39,21.62,25.44,2.87,83.7,23.71,2.89,420.56
2020-12-22,morning,6.28,6.5,16.94,1.96,0.26,0.33,0.021,1.51,0.057,18.07,15.61,15.92,25.58,28.06,2.23,60.84,24.32,2.52,306.28
2020-12-22,afternoon,6.64,9.22,26.97,1.95,0.38,0.97,0.044,0.5,0.039,15.39,15.36,15.39,29.67,16.25,2.11,83.12,21.54,4.89,445.95
2020-12-22,evening,6.61,6.08,14.93,2.0,0.44,0.44,0.024,1.22,0.072,19.49,17.45,19.46,27.78,26.14,2.11,79.28,20.19,3.47,468.79
2020-12-23,morning,6.9,5.38,27.22,1.86,0.39,0.74,0.034,0.56,0.028,18.02,15.39,15.85,26.9,24.57,2.19,64.84,34.45,4.33,411.35
2020-12-23,afternoon,6.61,8.62,26.02,1.6,0.29,0.32,0.025,1.32,0.061,16.48,17.51,17.95,25.45,28.01,2.54,71.35,26.28,4.12,493.17
2020-12-23,evening,6.36,8.23,49.18,1.56,0.47,0.42,0.019,1.37,0.07,17.6,18.08,17.97,24.11,27.6,2.62,76.49,34.33,4.93,362.15
2020-12-24,morning,6.44,7.84,25.41,0.54,0.29,0.48,0.03,1.94,0.048,18.02,15.28,17.48,18.93,22.22,2.38,71.47,21.81,2.55,402.22
2020-12-24,afternoon,6.1,7.7,18.65,0.67,0.27,0.69,0.016,1.2,0.063,17.56,18.47,18.45,17.82,27.41,2.9,64.53,33.09,4.03,377.03
2020-12-24,evening,5.89,5.77,47.96,1.43,0.39,0.65,0.03,1.47,0.021,15.11,18.77,19.92,15.28,19.39,2.4,71.16,25.77,3.61,422.56
2020-12-25,morning,5.83,9.2,19.13,1.01,0.21,0.8,0.014,0.55,0.022,19.74,16.79,15.98,27.62,21.41,2.9,73.25,34.13,4.22,487.75
2020-12-25,afternoon,6.69,7.66,25.07,0.58,0.5,0.49,0.024,1.98,0.019,18.06,18.32,16.47,21.35,28.17,2.18,74.7,21.96,2.81,363.74
2020-12-25,evening,5.81,4.14,24.69,1.66,0.22,0.8,0.033,1.95,0.045,15.24,18.83,15.08,23.83,21.75,2.24,70.0,28.18,3.17,481.83
2020-12-26,morning,5.84,7.86,49.17,1.36,0.3,0.78,0.043,0.9,0.096,19.88,18.11,16.7,18.98,29.73,2.33,66.38,20.71,3.75,398.62
2020-12-26,afternoon,6.33,6.69,32.2,1.24,0.27,0.86,0.03,0.66,0.034,18.3,18.38,19.05,22.77,17.7,2.06,81.84,21.21,3.66,422.47
2020-12-26,evening,5.86,5.4,12.55,1.48,0.36,0.39,0.048,1.04,0.061,18.62,19.96,16.1,28.54,16.84,2.33,64.83,20.81,3.96,497.3
2020-12-27,morning,6.06,5.21,23.25,1.44,0.26,0.76,0.023,1.77,0.013,19.24,15.09,18.07,24.78,20.44,2.99,70.94,22.06,3.35,450.93
2020-12-27,afternoon,5.84,6.79,38.17,0.66,0.26,0.75,0.037,1.69,0.047,18.51,17.76,20.0,23.48,18.65,2.87,80.76,20.56,3.18,309.18
2020-12-27,evening,6.13,9.39,40.22,1.69,0.49,0.59,0.04,1.23,0.028,19.84,18.09,19.19,18.15,20.48,2.64,83.06,32.29,3.75,313.53
2020-12-28,morning,6.46,6.42,21.87,1.8,0.34,0.66,0.048,0.71,0.027,16.93,16.64,15.19,16.05,15.39,2.41,83.52,28.36,4.31,481.31
2020-12-28,afternoon,6.08,4.71,34.74,1.75,0.39,0.67,0.035,1.75,0.023,15.98,16.85,15.17,26.87,29.17,2.96,61.37,32.55,4.35,361.94
2020-12-28,evening,6.78,8.62,29.89,1.04,0.28,0.75,0.049,1.77,0.016,19.46,16.83,19.06,15.3,28.53,2.42,72.7,27.03,3.21,345.95
2020-12-29,morning,5.82,9.21,27.73,1.86,0.38,0.78,0.033,0.65,0.08,16.74,18.99,18.09,17.19,18.89,2.4,61.41,23.58,2.53,469.16
2020-12-29,afternoon,5.52,7.95,42.56,1.74,0.33,0.58,0.022,1.23,0.065,16.31,16.99,17.26,21.9,19.68,2.58,78.09,27.17,3.22,310.41
2020-12-29,evening,5.99,8.34,26.98,1.87,0.5,0.7,0.031,0.46,0.023,18.56,18.75,19.96,18.78,28.98,2.42,62.37,34.71,4.29,391.41
2020-12-30,morning,6.25,8.83,39.27,1.37,0.33,0.96,0.023,1.92,0.037,15.81,17.86,15.05,15.04,15.3,2.32,81.17,25.44,3.89,428.6
2020-12-30,afternoon,6.07,7.63,38.93,1.43,0.25,0.7,0.018,1.03,0.051,17.05,18.51,18.05,25.32,24.95,2.05,81.66,20.51,2.8,464.87
2020-12-30,evening,6.18,4.62,40.46,1.43,0.43,0.42,0.021,1.43,0.086,18.39,16.63,19.92,23.87,17.44,2.54,75.04,29.27,3.08,329.89
2020-12-31,morning,6.3,8.5,24.35,1.51,0.44,0.63,0.039,1.06,0.059,15.57,17.85,16.61,28.13,26.7,2.59,61.68,31.15,2.61,385.65
2020-12-31,afternoon,6.98,9.19,42.05,1.59,0.46,0.86,0.037,1.97,0.075,18.28,17.16,18.35,25.88,20.01,2.84,79.86,34.45,3.51,362.94
2020-12-31,evening,5.76,6.72,38.01,1.17,0.46,0.48,0.016,1.77,0.095,17.34,15.35,18.14,21.59,20.63,2.27,80.07,22.88,4.51,343.52
2021-01-01,morning,6.45,9.95,42.23,0.69,0.25,0.46,0.015,1.28,0.053,18.02,18.0,16.43,18.35,17.01,2.31,64.61,26.96,2.79,425.43
2021-01-01,afternoon,6.84,5.61,42.66,1.84,0.22,0.46,0.043,0.7,0.089,16.42,15.58,17.22,23.97,24.73,2.4,71.51,25.44,4.3,300.33
2021-01-01,evening,5.66,5.81,33.52,1.36,0.29,0.67,0.019,0.83,0.086,16.7,17.51,16.86,25.15,27.06,2.94,77.74,31.94,4.78,443.74
2021-01-02,morning,5.91,7.83,12.46,1.15,0.23,0.74,0.028,0.88,0.051,18.94,17.72,19.77,27.41,22.36,2.93,73.66,25.81,4.19,444.1
2021-01-02,afternoon,5.8,4.89,11.2,1.26,0.22,0.93,0.033,0.41,0.053,15.83,18.45,16.51,28.65,19.09,2.95,65.83,34.17,4.63,417.28
2021-01-02,evening,6.05,6.14,50.0,0.9,0.46,0.4,0.048,1.73,0.076,15.49,15.94,16.42,23.14,28.07,2.41,83.61,22.15,4.43,430.11
2021-01-03,morning,6.0,4.88,42.91,0.56,0.47,0.56,0.047,1.45,0.092,16.46,19.8,19.91,21.33,28.65,2.04,79.64,24.47,4.05,391.37
2021-01-03,afternoon,5.54,5.09,26.33,1.41,0.29,0.84,0.019,1.02,0.042,15.82,17.03,19.2,15.74,19.84,2.02,60.3,28.19,3.54,329.8
2021-01-03,evening,6.61,6.44,37.11,0.54,0.37,0.41,0.035,1.72,0.08,19.08,19.49,19.51,22.29,18.49,2.77,74.76,27.34,2.98,440.68
2021-01-04,morning,6.73,4.4,49.81,0.51,0.28,0.36,0.026,1.82,0.048,19.82,16.01,17.42,24.48,28.96,2.74,64.29,31.5,4.84,476.08
2021-01-04,afternoon,6.25,4.93,19.75,0.66,0.43,0.76,0.024,0.47,0.049,18.94,17.15,19.6,26.18,29.15,2.08,71.33,28.4,4.84,497.93
2021-01-04,evening,6.4,7.26,10.21,0.68,0.3,0.76,0.011,0.7,0.044,17.03,16.21,16.39,21.12,22.97,2.42,70.52,34.11,4.95,400.56
2021-01-05,morning,6.2,9.93,11.69,1.24,0.36,0.55,0.013,0.92,0.038,17.59,18.56,18.91,17.33,19.56,2.66,65.1,23.83,4.99,498.57
