Date,TimeOfDay,LAT,LON,TS,T2M,RH2M,WS2M,T2MDEW,GWETTOP,CLOUD_AMT,PRECTOTCORR,Crop_Stage,Crop_Variety_Type,Season,Duration,Day_of_Crop,Soil_Moisture_Content,Soil_Temperature,Soil_pH,Sodium,Nitrogen,Magnesium,Boron,Chlorine,Copper,Iron,Manganese,Molybdenum,Zinc,Nickel,Water_Retention_Capacity,Calcium,Sulphur,Phosphorous,Potassium,Cation_Exchange_Capacity,Electrical_Conductivity,Water_Requirement,Radiation,Ambient_Temperature,Humidity,Sunlight_Exposure,Rainfall,Wind_Speed,Cloud_Cover,Radiation_Exposure,Seed_Vigor_Index,Germination_Rate,Disease_Resistance,Pest_Resistance,Root_Growth_Rate,Shoot_Emergence_Time,Planting_Depth,Seed_Spacing,Vegetation_Index,Seed_Viability,Seed_Moisture_Content,Initial_Fertilizer_Application,Heat_Stress_Index,Water_Stress_Index,Salinity_Stress_Index,Soil_Respiration_Rate,Organic_Matter_Content,Yield
2020-05-08,afternoon,13.25,75.25,28.28,27.54,77.27,1.34,22.74,0.57,77.82,5.27,Germination,Medium,Kharif,138,8,89,25,5.8,16.92,17.91,13,0.78,0.82,0.24,9.22,10.05,0.011,1.05,0.078,51,29.8,25.73,2,18.46,12,0.57,2.82,317.47,33,61,12,238,9,79,477,77,84,68,66,1,7,3,7,0.86,74,8,Urea,0,1,1,3,3,56
2020-05-08,morning,13.25,75.25,28.28,27.54,77.27,1.34,22.74,0.57,77.82,5.27,Germination,Medium,Kharif,138,8,76,28,5.75,16.95,15.53,39,0.8,1.04,0.3,5.29,21.88,0.025,1.39,0.079,70,22.38,21.78,3,17.36,31,1.12,2.9,336.04,20,85,9,195,8,45,492,81,100,58,86,3,5,2,8,0.36,74,9,Urea,1,0,0,6,1,40
2020-05-07,evening,13.25,75.25,28.28,27.54,77.27,1.34,22.74,0.57,77.82,5.27,Germination,Long,Kharif,141,20,81,32,5.83,16.01,16.8,35,0.37,1.48,0.47,6.85,45.45,0.028,0.79,0.083,83,21.7,26.14,3,18.06,39,0.78,2.91,317.84,23,83,10,167,1,71,320,71,94,20,47,5,3,5,8,0.68,89,10,DAP,0,1,1,6,1,83
2020-05-07,afternoon,13.25,75.25,28.28,27.54,77.27,1.34,22.74,0.57,77.82,5.27,Germination,Long,Kharif,141,20,88,33,6.47,16.94,18.26,46,0.32,1.36,0.47,8.64,17.35,0.019,1.16,0.025,63,21.38,20.21,2,15.68,19,0.64,3.75,338.46,20,62,7,268,10,71,332,95,90,38,75,3,5,4,5,0.79,84,9,Potash,0,1,0,5,2,46
2020-05-07,morning,13.25,75.25,28.28,27.54,77.27,1.34,22.74,0.57,77.82,5.27,Germination,Long,Kharif,141,20,72,31,6.88,18.32,18.53,32,0.74,0.52,0.3,9.89,32.71,0.047,1.07,0.023,80,23.42,22.68,2,19.19,17,1.01,3.51,449.96,29,65,8,282,0,58,394,81,84,1,21,5,4,3,7,0.76,74,12,Potash,1,1,0,7,2,85
2020-05-06,evening,13.25,75.25,28.28,27.54,77.27,1.34,22.74,0.57,77.82,5.27,Germination,Medium,Kharif,132,19,77,27,6.2,16.36,15.25,28,0.61,0.68,0.37,9.83,37.16,0.015,1.64,0.098,89,28.33,26.05,2,16.89,22,1.03,4.29,443.58,26,71,12,200,0,6,348,92,88,73,32,1,10,5,10,0.86,79,11,DAP,1,0,0,10,5,2
2020-05-06,afternoon,13.25,75.25,28.28,27.54,77.27,1.34,22.74,0.57,77.82,5.27,Germination,Medium,Kharif,132,19,75,28,6.78,18.31,17.32,21,0.52,0.64,0.32,6.56,16.25,0.041,1.77,0.042,72,23.9,27.94,3,16.13,25,0.73,4.87,448.94,33,76,7,174,6,4,316,83,99,74,27,5,10,5,5,0.43,91,8,DAP,0,0,1,8,1,26
2020-05-06,morning,13.25,75.25,28.28,27.54,77.27,1.34,22.74,0.57,77.82,5.27,Germination,Medium,Kharif,132,19,82,30,6.74,15.04,19.09,10,0.89,0.6,0.49,8.56,31.67,0.026,1.94,0.023,50,24.61,27.08,2,18.3,35,1.02,4.49,355.87,25,79,11,126,0,68,386,91,94,34,63,2,6,2,8,0.34,82,9,Urea,1,0,1,9,2,56
2020-05-05,evening,13.25,75.25,28.28,27.54,77.27,1.34,22.74,0.57,77.82,5.27,Germination,Short,Kharif,105,18,85,31,5.63,18.08,19.45,23,0.55,0.54,0.22,8.34,44.42,0.036,1.6,0.024,87,20.06,29.37,2,17.67,23,1.03,4.74,463.32,29,81,7,254,3,74,424,97,89,98,62,4,8,5,5,0.76,86,9,DAP,0,0,1,5,6,20
2020-05-05,afternoon,13.25,75.25,28.28,27.54,77.27,1.34,22.74,0.57,77.82,5.27,Germination,Short,Kharif,105,18,88,20,6.58,15.82,16.02,47,0.79,0.73,0.46,4.82,18.76,0.047,1.61,0.094,58,27.55,18.28,3,18.13,24,0.85,3.56,448.1,27,82,6,108,8,7,441,86,97,7,0,1,8,5,6,0.49,93,11,Potash,0,0,0,2,3,2
2020-05-05,morning,13.25,75.25,28.28,27.54,77.27,1.34,22.74,0.57,77.82,5.27,Germination,Short,Kharif,105,18,74,20,6.36,19.56,19.79,47,0.96,1.4,0.44,9.9,11.38,0.02,1.71,0.016,68,19.0,29.52,3,15.47,39,1.03,3.88,361.21,24,78,6,75,2,52,474,72,92,99,76,1,3,5,6,0.62,87,9,Potash,0,0,1,0,2,47
2020-05-04,evening,13.25,75.25,28.28,27.54,77.27,1.34,22.74,0.57,77.82,5.27,Germination,Long,Kharif,155,17,90,35,6.65,19.73,18.12,14,0.59,1.34,0.38,4.47,49.76,0.02,1.55,0.082,74,21.64,16.35,3,19.9,31,0.79,4.77,385.57,29,66,7,56,6,59,462,78,85,5,25,5,8,5,7,0.88,76,11,Urea,0,1,0,5,3,29
2020-05-04,afternoon,13.25,75.25,28.28,27.54,77.27,1.34,22.74,0.57,77.82,5.27,Germination,Long,Kharif,155,17,76,24,5.76,17.56,17.8,12,0.62,1.93,0.2,8.23,32.02,0.045,0.9,0.093,64,18.05,28.64,2,17.52,32,0.21,3.1,397.93,23,61,7,281,6,53,340,100,99,44,12,2,3,4,6,0.32,91,10,DAP,1,1,0,5,3,22
2020-05-04,morning,13.25,75.25,28.28,27.54,77.27,1.34,22.74,0.57,77.82,5.27,Germination,Long,Kharif,155,17,72,22,5.5,16.22,16.34,23,0.99,1.2,0.39,4.67,38.83,0.016,1.85,0.078,76,24.72,24.48,3,19.41,11,0.84,4.59,437.58,24,85,10,116,8,42,405,81,94,64,90,3,10,2,8,0.66,79,10,Urea,0,1,1,1,2,32
2020-05-03,evening,13.25,75.25,28.28,27.54,77.27,1.34,22.74,0.57,77.82,5.27,Germination,Medium,Kharif,126,16,90,29,5.99,16.54,19.22,45,0.51,0.41,0.4,5.98,35.78,0.017,0.56,0.019,60,27.02,21.81,3,16.55,16,1.05,4.87,428.17,23,70,6,229,0,34,359,92,95,66,49,5,8,4,6,0.76,96,10,DAP,0,1,1,5,4,79
2020-05-03,afternoon,13.25,75.25,28.28,27.54,77.27,1.34,22.74,0.57,77.82,5.27,Germination,Medium,Kharif,126,16,71,33,6.07,18.89,16.49,34,0.66,0.46,0.27,9.68,42.54,0.024,1.37,0.032,81,18.66,19.87,2,18.96,19,0.35,3.2,333.32,23,70,7,102,5,17,452,72,80,67,96,4,6,4,5,0.37,79,12,Urea,0,0,0,1,1,45
2020-05-03,morning,13.25,75.25,28.28,27.54,77.27,1.34,22.74,0.57,77.82,5.27,Germination,Medium,Kharif,126,16,70,30,6.37,16.82,18.94,31,0.76,1.05,0.33,8.31,34.59,0.037,1.02,0.02,86,16.7,19.24,3,16.42,33,0.21,2.75,449.55,30,81,10,179,1,43,378,73,89,99,32,4,6,5,5,0.68,95,11,DAP,1,0,1,8,1,27
2020-05-02,evening,13.25,75.25,28.28,27.54,77.27,1.34,22.74,0.57,77.82,5.27,Germination,Medium,Kharif,119,15,82,34,6.36,18.13,18.34,44,0.36,0.22,0.4,8.64,32.08,0.042,1.02,0.013,83,21.7,21.36,2,17.12,11,0.88,3.12,311.33,23,69,8,91,3,22,400,79,100,53,63,3,7,3,7,0.5,95,11,Potash,1,0,0,9,3,14
2020-05-02,afternoon,13.25,75.25,28.28,27.54,77.27,1.34,22.74,0.57,77.82,5.27,Germination,Medium,Kharif,119,15,82,20,6.93,19.0,17.97,34,0.74,1.68,0.38,6.56,36.85,0.035,1.26,0.045,71,17.08,28.47,3,17.21,16,0.79,2.9,351.15,28,73,12,256,3,13,492,82,85,54,16,2,4,2,8,0.58,83,11,Potash,0,0,0,4,1,1
2020-05-02,morning,13.25,75.25,28.28,27.54,77.27,1.34,22.74,0.57,77.82,5.27,Germination,Medium,Kharif,119,15,82,22,6.52,16.58,15.76,29,0.33,1.65,0.22,5.9,39.37,0.021,1.56,0.055,55,19.75,20.37,2,16.07,36,0.49,3.96,396.3,21,85,12,67,10,29,312,92,93,40,35,3,7,5,5,0.39,77,9,Urea,0,0,1,9,6,96
2020-05-01,evening,13.25,75.25,28.28,27.54,77.27,1.34,22.74,0.57,77.82,5.27,Germination,Medium,Kharif,113,14,74,32,6.63,16.54,19.79,13,0.67,0.58,0.47,9.51,20.34,0.035,0.55,0.093,89,19.21,26.69,3,15.04,12,0.29,3.84,400.97,32,69,9,142,3,49,420,70,85,53,52,5,5,5,8,0.46,79,9,Potash,1,1,0,10,2,86
2020-05-01,afternoon,13.25,75.25,28.28,27.54,77.27,1.34,22.74,0.57,77.82,5.27,Germination,Medium,Kharif,113,14,78,34,6.92,18.0,18.48,47,0.56,0.34,0.31,6.42,29.51,0.031,1.17,0.066,67,24.58,18.72,3,18.97,24,0.92,4.78,382.77,33,72,8,221,2,37,492,75,91,91,15,5,7,4,9,0.39,89,12,Potash,1,1,1,4,3,23
2020-05-01,morning,13.25,75.25,28.28,27.54,77.27,1.34,22.74,0.57,77.82,5.27,Germination,Medium,Kharif,113,14,85,29,6.91,15.19,15.88,15,0.97,1.05,0.36,5.71,12.88,0.031,0.86,0.088,86,24.79,26.35,2,16.96,21,0.43,3.31,360.22,28,60,8,268,2,38,428,74,86,25,99,1,4,2,10,0.78,81,8,Potash,0,0,1,8,4,40
2020-04-30,evening,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Short,Kharif,109,13,79,25,6.1,18.56,19.42,34,0.61,1.77,0.45,6.69,15.58,0.042,0.89,0.065,80,15.12,27.57,3,15.56,17,0.83,2.89,389.32,20,68,9,146,9,6,306,76,88,49,41,1,8,3,8,0.66,73,8,DAP,0,1,0,10,1,65
2020-04-30,afternoon,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Short,Kharif,109,13,90,30,6.37,19.52,16.22,41,0.43,1.03,0.35,9.34,44.75,0.038,1.02,0.017,51,25.07,22.33,2,15.22,20,0.46,2.61,410.15,33,64,6,141,10,41,328,74,93,36,68,2,3,4,7,0.61,87,12,Potash,0,0,0,2,6,43
2020-04-30,morning,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Short,Kharif,109,13,88,27,6.98,16.68,15.37,23,0.67,1.11,0.35,5.6,27.58,0.045,1.78,0.09,90,15.5,23.15,2,19.37,24,0.43,2.78,361.46,23,80,11,276,6,24,331,88,96,21,96,1,5,4,6,0.6,77,11,DAP,1,0,1,0,2,77
2020-04-29,evening,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Medium,Kharif,131,12,73,34,5.8,17.8,15.15,13,0.69,0.6,0.38,6.97,11.5,0.013,1.97,0.044,78,18.93,29.02,3,16.27,39,0.79,3.39,370.59,26,61,9,70,4,59,388,97,86,91,24,3,10,3,5,0.65,75,9,Urea,0,1,1,4,4,53
2020-04-29,afternoon,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Medium,Kharif,131,12,85,31,6.76,18.63,15.33,38,0.9,0.56,0.39,4.62,10.9,0.03,0.58,0.037,62,23.84,21.31,3,15.74,30,0.52,4.58,350.12,28,76,10,194,1,8,419,93,85,76,100,2,4,5,9,0.7,72,12,DAP,1,0,0,0,4,32
2020-04-29,morning,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Medium,Kharif,131,12,74,26,6.43,16.92,17.08,29,0.59,1.87,0.41,6.11,30.38,0.012,1.74,0.022,82,19.04,22.96,2,19.97,15,1.13,2.97,493.3,34,84,7,63,10,45,387,70,98,24,99,2,7,3,8,0.31,87,11,Urea,1,1,1,0,3,24
2020-04-28,evening,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Short,Kharif,106,11,89,21,6.1,17.96,16.12,30,0.73,1.75,0.27,5.85,33.61,0.033,1.9,0.083,83,26.18,28.34,3,17.15,22,0.55,3.93,463.11,21,83,7,272,3,79,311,96,87,91,36,3,8,4,6,0.89,73,12,Potash,0,0,1,4,3,20
2020-04-28,afternoon,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Short,Kharif,106,11,70,24,6.76,18.13,15.37,16,0.4,0.65,0.27,7.89,15.12,0.047,1.82,0.098,61,27.73,28.5,3,17.28,20,0.76,2.61,347.61,34,79,12,58,1,26,422,86,91,86,100,3,5,4,10,0.7,94,8,DAP,1,0,1,6,3,73
2020-04-28,morning,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Short,Kharif,106,11,88,23,6.51,19.53,15.65,44,0.44,0.54,0.23,5.08,20.94,0.038,0.77,0.096,60,15.25,26.6,3,15.3,20,0.41,4.71,356.71,23,72,7,280,1,7,460,91,83,47,69,3,7,5,9,0.36,82,8,DAP,0,1,1,5,4,95
2020-04-27,evening,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Long,Kharif,151,10,87,23,6.73,17.83,15.3,42,0.67,0.78,0.47,9.58,20.61,0.026,1.34,0.023,77,23.09,22.08,2,18.79,10,0.75,3.39,363.09,35,82,9,102,7,42,368,90,100,51,42,2,5,3,10,0.81,74,8,Urea,1,1,0,4,5,51
2020-04-27,afternoon,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Long,Kharif,151,10,72,23,6.36,15.44,19.02,10,0.68,1.52,0.41,6.8,16.51,0.019,1.82,0.032,63,29.18,26.99,2,17.81,21,0.6,3.56,309.78,24,71,7,242,5,52,306,85,94,31,38,4,9,2,8,0.66,76,9,Urea,1,0,1,6,2,96
2020-04-27,morning,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Long,Kharif,151,10,73,25,5.51,19.21,16.49,43,0.62,1.88,0.5,8.02,23.7,0.039,1.09,0.078,55,25.01,19.16,3,18.38,36,0.25,4.57,460.05,33,64,8,294,9,39,469,96,92,54,42,5,6,3,7,0.46,92,10,DAP,0,1,1,0,4,46
2020-04-26,evening,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Long,Kharif,150,9,80,26,6.18,17.96,18.24,37,0.86,0.25,0.35,4.99,47.6,0.014,0.97,0.089,74,23.43,18.47,2,15.27,37,0.24,3.89,494.61,20,85,6,296,6,84,474,74,97,2,79,2,3,2,5,0.4,99,8,Potash,0,1,0,2,1,94
2020-04-26,afternoon,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Long,Kharif,150,9,89,22,6.6,19.5,19.04,29,0.61,1.74,0.31,5.27,31.89,0.038,0.81,0.027,58,24.41,25.11,2,15.84,28,0.25,4.65,347.27,34,83,7,102,10,16,351,74,100,31,32,4,6,3,8,0.42,86,8,Potash,1,1,0,6,5,51
2020-04-26,morning,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Long,Kharif,150,9,79,33,6.83,15.24,19.38,29,0.34,0.49,0.41,9.95,27.1,0.022,1.35,0.063,71,21.39,26.1,2,16.04,11,0.66,3.87,341.63,27,79,10,295,6,59,493,71,92,22,17,3,6,4,9,0.79,77,11,Potash,1,0,1,10,2,53
2020-04-25,evening,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Long,Kharif,158,8,88,33,5.66,18.91,18.15,34,0.45,0.76,0.36,8.04,39.02,0.049,1.64,0.05,69,16.82,28.68,3,16.9,22,0.68,4.89,337.21,30,64,9,189,4,97,327,97,96,68,84,5,5,5,8,0.8,95,9,Potash,1,1,1,6,6,70
2020-04-25,afternoon,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Long,Kharif,158,8,77,21,5.89,17.76,18.03,30,0.37,1.77,0.48,7.94,35.21,0.015,1.83,0.091,61,16.3,20.36,3,17.84,13,0.26,4.75,353.34,25,70,11,259,8,3,372,78,91,76,72,4,8,3,6,0.87,76,12,Potash,0,0,0,4,4,92
2020-04-25,morning,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Long,Kharif,158,8,90,27,6.35,19.36,17.51,36,1.0,1.72,0.23,4.32,36.89,0.046,0.99,0.099,80,19.64,28.54,3,15.12,22,0.76,4.02,406.26,34,74,11,227,10,77,468,76,99,98,25,4,5,2,6,0.71,94,11,Potash,1,1,0,1,3,77
2020-04-24,evening,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Short,Kharif,96,20,80,31,5.57,15.12,18.79,16,0.46,1.56,0.28,4.86,30.56,0.019,1.3,0.057,52,27.9,19.72,2,16.21,26,0.55,4.41,324.55,31,60,6,258,9,84,350,74,93,48,77,1,7,2,10,0.75,81,12,Urea,0,0,0,8,6,62
2020-04-24,afternoon,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Short,Kharif,96,20,79,34,5.61,15.44,15.76,19,0.34,0.8,0.45,4.81,20.69,0.034,1.3,0.013,70,20.17,29.37,3,16.23,23,0.26,3.79,311.65,30,73,12,258,10,96,309,73,99,36,23,1,4,2,10,0.79,95,8,DAP,0,1,0,4,1,95
2020-04-24,morning,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Short,Kharif,96,20,84,26,6.47,19.03,19.45,47,0.59,0.49,0.39,8.59,25.69,0.027,1.89,0.04,85,21.34,19.79,2,15.62,10,0.58,4.26,457.61,27,83,7,50,7,31,314,82,97,68,78,3,6,2,9,0.89,97,8,Potash,1,0,1,5,5,11
2020-04-23,evening,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Medium,Kharif,126,19,76,26,5.86,18.3,18.24,40,0.37,1.61,0.39,4.52,36.5,0.023,0.75,0.058,57,24.65,26.44,2,18.02,40,0.26,3.41,489.45,28,68,7,240,5,11,450,72,92,11,21,5,10,5,10,0.69,85,11,Urea,1,1,1,9,2,93
2020-04-23,afternoon,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Medium,Kharif,126,19,73,25,6.81,16.07,18.86,24,0.36,0.57,0.29,4.73,46.83,0.027,1.65,0.099,70,25.97,25.81,3,18.12,10,0.22,2.59,313.0,26,65,7,62,10,48,333,93,99,20,85,3,3,3,6,0.79,87,9,Urea,1,1,0,6,1,75
2020-04-23,morning,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Medium,Kharif,126,19,83,29,5.66,19.44,19.19,28,0.32,1.06,0.27,4.79,26.79,0.026,1.62,0.042,69,27.41,20.95,3,19.99,35,0.36,3.89,452.48,24,61,12,127,1,39,312,98,94,26,2,4,7,2,10,0.32,72,11,Potash,0,0,1,5,5,22
2020-04-22,evening,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Long,Kharif,142,18,71,24,6.15,19.86,19.26,45,0.63,0.57,0.48,6.9,23.29,0.033,0.72,0.075,61,15.13,21.52,3,18.73,34,0.5,2.87,370.6,28,60,6,128,8,98,407,85,81,84,16,2,3,3,6,0.8,88,8,Potash,1,1,1,0,6,4
2020-04-22,afternoon,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Long,Kharif,142,18,88,28,6.86,17.1,16.27,21,0.43,1.56,0.43,6.54,15.78,0.011,1.64,0.071,78,21.56,17.21,2,17.29,27,0.43,4.17,391.4,33,62,6,182,9,55,491,80,100,10,5,5,4,2,6,0.67,84,10,DAP,1,0,0,5,5,47
2020-04-22,morning,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Long,Kharif,142,18,84,23,6.18,18.82,17.29,16,0.34,1.85,0.25,5.05,39.56,0.032,1.86,0.031,75,23.15,16.54,2,18.44,40,0.31,4.9,490.33,30,70,6,267,0,41,423,100,93,70,29,1,8,4,10,0.81,77,12,Urea,0,1,1,7,4,100
2020-04-21,evening,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Short,Kharif,104,17,76,21,6.67,19.01,15.25,37,0.74,1.87,0.43,4.1,42.72,0.05,0.87,0.03,73,19.74,24.27,3,15.5,10,1.13,3.71,311.31,20,64,7,85,7,11,331,82,97,36,25,2,5,2,9,0.51,78,10,Urea,1,1,0,2,1,100
2020-04-21,afternoon,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Short,Kharif,104,17,83,22,6.0,18.92,15.77,44,0.36,0.64,0.26,6.92,25.36,0.02,1.15,0.028,59,29.07,24.56,2,15.17,32,0.62,2.99,394.47,33,80,6,104,10,50,490,89,83,67,91,1,8,3,6,0.68,100,10,DAP,0,0,1,4,2,77
2020-04-21,morning,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Short,Kharif,104,17,87,35,6.42,18.92,16.89,37,0.76,0.87,0.33,8.37,41.5,0.047,0.71,0.06,85,17.63,28.3,2,15.92,39,0.62,3.82,413.71,33,70,7,162,8,95,375,90,89,0,70,1,3,5,5,0.71,76,9,DAP,1,0,1,3,1,87
2020-04-20,evening,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Short,Kharif,101,16,75,35,6.58,19.11,18.48,15,0.32,1.72,0.41,6.67,24.7,0.034,0.94,0.026,81,21.17,18.58,3,15.26,36,0.2,2.65,328.88,27,69,6,130,8,46,327,85,85,30,5,5,8,4,6,0.45,80,12,Urea,0,1,1,8,6,56
2020-04-20,afternoon,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Short,Kharif,101,16,76,35,6.86,18.68,18.14,43,0.6,1.87,0.23,8.12,19.26,0.01,1.47,0.066,76,27.13,16.79,3,15.17,35,0.33,4.17,459.4,31,78,8,54,3,3,351,72,81,81,36,5,7,2,7,0.85,98,9,DAP,0,0,1,2,2,21
2020-04-20,morning,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Short,Kharif,101,16,79,31,6.21,17.53,19.92,19,0.82,1.5,0.28,6.44,45.11,0.047,0.7,0.039,69,27.25,27.2,2,16.64,35,1.02,4.12,361.32,26,66,8,236,3,38,312,94,82,11,83,3,8,3,5,0.81,85,11,Urea,1,0,0,8,5,51
2020-04-19,evening,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Medium,Kharif,137,15,81,34,6.62,16.6,15.59,21,0.92,0.85,0.28,8.69,13.0,0.013,1.53,0.011,57,15.22,21.37,3,16.65,31,0.47,4.49,461.11,22,80,11,173,7,72,419,95,87,30,53,2,5,4,10,0.47,74,11,Potash,0,1,0,0,2,12
2020-04-19,afternoon,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Medium,Kharif,137,15,81,27,5.64,15.94,16.45,46,0.85,1.29,0.22,4.32,24.11,0.042,1.03,0.04,67,16.08,21.27,3,17.38,17,0.25,4.36,459.86,35,64,10,66,3,54,445,88,89,73,51,3,9,2,9,0.33,89,12,DAP,1,0,0,9,4,39
2020-04-19,morning,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Medium,Kharif,137,15,70,27,6.87,18.22,18.9,18,0.71,1.15,0.31,6.8,17.31,0.046,0.94,0.044,67,27.7,23.02,2,16.51,31,0.26,3.79,355.5,34,83,8,65,7,83,357,85,92,47,53,2,7,4,8,0.78,95,12,Potash,1,1,0,4,4,96
2020-04-18,evening,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Medium,Kharif,128,14,70,35,5.65,19.1,18.36,19,0.71,1.79,0.47,4.31,24.05,0.016,1.15,0.017,64,20.5,22.33,2,15.25,38,0.48,4.68,302.09,26,80,7,197,6,59,368,81,93,27,22,1,4,2,10,0.43,91,10,Potash,0,0,0,3,6,33
2020-04-18,afternoon,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Medium,Kharif,128,14,71,25,5.55,17.27,19.65,48,0.91,1.78,0.25,9.35,36.02,0.043,1.19,0.061,90,26.46,25.61,2,17.3,21,0.27,2.99,319.86,33,60,12,110,6,30,459,83,89,26,72,5,8,3,7,0.56,86,9,Potash,0,1,1,10,6,15
2020-04-18,morning,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Medium,Kharif,128,14,88,32,6.98,15.81,19.36,31,0.76,0.84,0.36,5.04,15.02,0.037,1.9,0.023,83,23.96,19.98,3,15.8,15,0.98,2.79,444.94,35,80,10,88,6,63,407,91,80,39,98,2,4,3,6,0.41,84,11,Potash,1,0,0,6,2,63
2020-04-17,evening,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Long,Kharif,149,13,86,34,5.99,15.35,18.36,45,0.73,1.36,0.37,6.76,17.69,0.011,0.62,0.099,68,26.88,27.62,2,17.99,27,1.02,3.52,428.95,20,69,12,232,9,31,308,87,96,76,44,1,8,4,7,0.79,84,9,Potash,1,0,0,4,2,69
2020-04-17,afternoon,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Long,Kharif,149,13,89,22,6.09,16.02,19.37,35,0.31,0.83,0.48,8.2,17.05,0.017,1.49,0.055,81,24.56,20.63,2,17.2,20,0.26,3.71,331.14,22,82,10,241,10,3,409,72,90,67,69,3,5,2,10,0.85,100,8,Potash,0,0,1,2,3,34
2020-04-17,morning,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Long,Kharif,149,13,74,28,5.82,17.12,16.02,46,0.78,0.44,0.3,9.84,30.33,0.038,1.39,0.067,75,29.3,16.83,3,15.42,16,0.78,3.36,371.97,32,71,8,128,4,61,498,100,89,20,88,4,6,2,6,0.64,99,12,DAP,0,0,0,1,6,66
2020-04-16,evening,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Medium,Kharif,124,12,85,30,6.48,15.44,17.3,10,0.6,1.48,0.42,7.03,16.8,0.025,1.45,0.041,87,21.96,21.0,3,17.33,32,1.1,2.54,471.37,20,70,6,282,10,80,394,95,96,50,26,4,3,4,8,0.58,77,10,DAP,1,1,1,2,1,9
2020-04-16,afternoon,13.25,75.25,30.31,28.91,63.48,1.29,20.14,0.4,48.32,0.0,Germination,Medium,Kharif,124,12,88,30,5.98,16.13,16.54,16,0.71,0.8,0.26,4.02,41.53,0.021,1.7,0.092,83,18.01,18.9,2,16.36,38,0.62,2.59,303.51,35,76,6,268,8,37,387,80,98,2,61,1,5,5,7,0.33,79,9,Potash,1,0,0,5,2,22
