Date,TimeOfDay,LAT,LON,TS,T2M,RH2M,WS2M,T2MDEW,GWETTOP,CLOUD_AMT,PRECTOTCORR,Crop_Stage,Rice_Crop_Variety,Season,Duration,Day_of_Leaf_Development,Boron,Soil_ph,Phosphorus,Potassium,Molybdenum,Iron,Sodium,Chlorine,Nickel,Nitrogen,Magnesium,Calcium,Sulphur,Zinc,Copper,Manganese,Soil_Sensitivity_Highly,Soil_Sensitivity_Moderate,Soil_Sensitivity_Insensitive,Leaf_Production_High_Sensitivity_Short,Leaf_Production_High_Sensitivity_Long,Leaf_Production_Low_Sensitivity_Short,Leaf_Production_Low_Sensitivity_Long,Leaf_Initiation_Plastochron,Leaf_Elongation,Leaf_Expansion,Plastochron_Interval,Leaf_Length,Leaf_Width,Leaf_Count,Leaf_Sheath_Length,Lower_Leaf_Length,Lower_Leaf_Width,Middle_Leaf_Length,Middle_Leaf_Width,Flag_Leaf_Length,Flag_Leaf_Width,Vegetative_Duration_Short,Vegetative_Duration_Long,Fungal_Diseases,Protective_Fungicides,Systemic_Fungicides,Curative_Fungicides,Plant_Hormones,Lower_Leaves_Area,Middle_Leaves_Area,Flag_Leaf_Top_Area,Senescence_Initiation,Senescence_Middle_Phase,Senescence_Full_Phase,Light_Intensity_Low,Light_Intensity_Moderate,Light_Intensity_High,Flood_Depth_Ideal,Flood_Depth_Acceptable,Flood_Depth_Excessive,Humidity_Low,Humidity_Moderate,Humidity_High,Humidity_Very_High,Water,Temperature,Radiation,Yield
2020-01-24,evening,13.25,75.25,24.7,24.1,72.64,1.19,18.31,0.6,25.9,0.0,Leaf_Development,Short,Kharif,136,15,0.49,5.99,2.68,15.28,0.013,9.12,17.2,1.29,0.095,19.44,24,18.87,21.98,1.7,0.28,23.3,13,14,17,12,16,16,16,5,1.27,29,5,33,1.04,13,54,17,0.96,31,1.33,21,0.93,63,106,Brown Spot (Bipolaris oryzae),Mancozeb,Azoxystrobin,Triadimefon,Brassinosteroids,32,53,52,56,79,104,0,12,14,10,11,18,42,63,70,117,2.87,20.5,440.81,56.3
2020-01-25,morning,13.25,75.25,24.7,24.1,72.64,1.19,18.31,0.6,25.9,0.0,Leaf_Development,Short,Kharif,128,16,0.61,6.12,2.22,15.08,0.013,9.17,16.91,0.81,0.093,17.23,58,15.7,18.8,1.26,0.39,34.01,12,14,16,14,16,18,16,4,1.08,26,4,48,1.42,12,52,25,0.82,39,1.06,28,0.98,84,97,Rice Blast (Magnaporthe oryzae),Mancozeb,Azoxystrobin,Hexaconazole,Cytokinins,37,57,58,65,71,111,1,12,15,7,10,17,34,70,77,118,4.56,31.4,458.84,12.7
2020-01-25,afternoon,13.25,75.25,24.7,24.1,72.64,1.19,18.31,0.6,25.9,0.0,Leaf_Development,Short,Kharif,106,16,0.88,5.75,2.56,16.32,0.032,7.39,16.87,1.97,0.053,16.14,54,29.97,15.95,1.92,0.21,47.2,12,14,18,14,14,17,18,4,1.47,29,5,38,1.47,12,59,20,0.85,44,1.28,21,0.98,74,123,Leaf Smut (Entyloma oryzae),Copper-based fungicides,Pyraclostrobin,Triadimefon,Gibberellins,31,46,54,65,79,93,1,12,15,10,10,17,28,58,70,99,4.14,30.45,415.15,73.49
2020-01-25,evening,13.25,75.25,24.7,24.1,72.64,1.19,18.31,0.6,25.9,0.0,Leaf_Development,Short,Kharif,114,16,0.39,6.21,2.66,15.39,0.017,6.49,16.83,1.32,0.058,16.13,60,19.17,25.76,1.18,0.36,45.6,13,16,16,12,16,18,17,5,1.35,46,4,38,1.23,18,55,25,1.01,37,1.1,23,0.89,81,110,Sheath Blight (Rhizoctonia solani),Chlorothalonil,Pyraclostrobin,Triadimefon,Gibberellins,35,59,54,69,78,112,0,14,14,10,12,15,1,61,87,94,3.76,29.87,335.17,72.23
2020-01-26,morning,13.25,75.25,24.7,24.1,72.64,1.19,18.31,0.6,25.9,0.0,Leaf_Development,Short,Kharif,117,17,0.98,6.46,2.09,15.69,0.029,7.96,19.08,1.41,0.071,19.58,28,29.26,28.31,1.17,0.36,10.72,12,15,16,13,15,16,18,4,1.25,36,5,35,1.28,17,58,18,0.81,32,1.5,24,0.85,72,100,Brown Spot (Bipolaris oryzae),Mancozeb,Tebuconazole,Triadimefon,Auxins,34,52,60,69,71,110,1,14,16,7,10,19,0,61,73,103,2.66,22.75,464.75,46.82
2020-01-26,afternoon,13.25,75.25,24.7,24.1,72.64,1.19,18.31,0.6,25.9,0.0,Leaf_Development,Short,Kharif,114,17,0.47,6.12,2.05,18.05,0.019,9.37,18.21,0.91,0.02,15.72,49,27.62,27.41,1.94,0.37,15.88,14,16,16,12,15,18,18,5,1.39,29,3,24,1.11,18,53,23,0.86,47,1.32,29,0.84,82,112,Brown Spot (Bipolaris oryzae),Chlorothalonil,Propiconazole,Hexaconazole,Cytokinins,30,53,53,66,84,102,0,14,14,9,12,18,39,50,85,98,3.12,33.13,403.43,62.49
2020-01-26,evening,13.25,75.25,24.7,24.1,72.64,1.19,18.31,0.6,25.9,0.0,Leaf_Development,Short,Kharif,124,17,0.81,6.14,2.84,17.46,0.044,9.47,16.43,1.57,0.042,15.53,58,25.14,25.71,1.95,0.47,25.03,13,14,18,14,16,16,17,5,1.08,26,4,28,1.32,14,67,15,0.96,37,1.18,29,0.88,74,127,Brown Spot (Bipolaris oryzae),Chlorothalonil,Azoxystrobin,Triadimefon,Cytokinins,32,43,57,53,77,104,0,13,15,5,15,15,45,63,88,108,3.72,32.85,444.65,49.77
2020-01-27,morning,13.25,75.25,24.7,24.1,72.64,1.19,18.31,0.6,25.9,0.0,Leaf_Development,Short,Kharif,96,18,0.88,6.04,2.11,18.37,0.027,4.21,16.73,1.06,0.074,17.46,40,26.08,27.04,0.97,0.47,31.78,14,14,17,12,15,18,17,3,1.13,46,3,30,1.41,15,62,21,0.87,38,1.07,27,0.87,70,119,Sheath Blight (Rhizoctonia solani),Chlorothalonil,Pyraclostrobin,Hexaconazole,Cytokinins,30,59,52,61,72,107,0,12,14,6,13,17,34,56,79,113,4.18,31.79,388.72,10.86
2020-01-27,afternoon,13.25,75.25,24.7,24.1,72.64,1.19,18.31,0.6,25.9,0.0,Leaf_Development,Short,Kharif,114,18,0.95,6.32,2.73,18.57,0.037,8.74,16.24,1.86,0.011,18.18,35,19.48,15.94,1.27,0.35,19.75,14,14,18,14,16,18,18,4,1.16,44,5,42,1.39,12,59,20,1.04,32,1.46,26,0.92,78,95,Sheath Blight (Rhizoctonia solani),Mancozeb,Tebuconazole,Hexaconazole,Brassinosteroids,37,59,64,61,87,109,1,13,16,6,15,17,20,53,79,98,4.65,21.23,448.72,92.93
2020-01-27,evening,13.25,75.25,24.7,24.1,72.64,1.19,18.31,0.6,25.9,0.0,Leaf_Development,Short,Kharif,122,18,0.95,6.3,2.33,19.89,0.018,8.67,18.49,0.28,0.062,17.81,32,18.44,18.67,0.92,0.47,46.17,14,16,16,13,14,16,17,5,1.42,39,3,24,1.43,15,60,23,1.18,44,1.11,27,0.95,61,107,Rice Blast (Magnaporthe oryzae),Mancozeb,Tebuconazole,Triadimefon,Brassinosteroids,39,60,59,57,77,107,2,14,14,8,15,16,44,61,75,96,4.72,31.62,450.38,91.71
2020-01-28,morning,13.25,75.25,24.7,24.1,72.64,1.19,18.31,0.6,25.9,0.0,Leaf_Development,Short,Kharif,127,19,0.3,6.8,2.93,16.29,0.028,6.37,15.89,1.76,0.047,17.17,46,26.5,29.5,0.77,0.41,35.74,12,16,16,13,15,16,17,4,1.18,27,5,36,1.13,16,53,18,0.94,33,1.48,21,0.88,65,121,Rice Blast (Magnaporthe oryzae),Copper-based fungicides,Tebuconazole,Triadimefon,Cytokinins,32,51,52,55,81,106,1,12,16,9,10,20,21,60,72,103,4.36,29.85,330.41,1.2
2020-01-28,afternoon,13.25,75.25,24.7,24.1,72.64,1.19,18.31,0.6,25.9,0.0,Leaf_Development,Short,Kharif,130,19,0.65,6.92,2.09,16.02,0.033,9.1,15.51,1.02,0.1,19.75,59,21.47,24.66,0.77,0.28,35.18,14,15,16,13,16,16,16,3,1.06,32,5,37,1.17,13,51,16,1.18,35,1.23,30,0.91,70,121,Leaf Smut (Entyloma oryzae),Chlorothalonil,Propiconazole,Hexaconazole,Cytokinins,40,59,65,50,89,112,0,14,16,6,12,18,49,51,80,106,3.31,34.86,467.11,69.48
2020-01-28,evening,13.25,75.25,24.7,24.1,72.64,1.19,18.31,0.6,25.9,0.0,Leaf_Development,Short,Kharif,121,19,0.99,5.84,2.46,15.88,0.044,6.5,15.77,0.75,0.055,19.15,49,21.81,29.99,1.15,0.22,32.92,12,15,17,12,14,17,17,5,1.15,23,3,23,1.06,15,56,23,0.84,41,1.38,26,0.84,88,113,Sheath Blight (Rhizoctonia solani),Mancozeb,Propiconazole,Hexaconazole,Cytokinins,38,50,57,50,73,95,1,13,16,7,11,20,39,62,84,104,3.01,27.24,373.9,62.27
2020-01-29,morning,13.25,75.25,24.7,24.1,72.64,1.19,18.31,0.6,25.9,0.0,Leaf_Development,Short,Kharif,128,20,0.75,5.66,2.78,18.25,0.02,5.95,19.93,0.66,0.041,15.92,52,29.57,29.26,0.79,0.43,13.14,13,16,16,12,16,16,18,3,1.27,40,4,47,1.01,13,59,25,1.17,41,1.41,24,0.99,64,102,Brown Spot (Bipolaris oryzae),Mancozeb,Pyraclostrobin,Hexaconazole,Brassinosteroids,34,46,66,57,83,107,0,14,16,5,11,15,30,61,79,111,4.76,31.85,356.7,45.38
2020-01-29,afternoon,13.25,75.25,24.7,24.1,72.64,1.19,18.31,0.6,25.9,0.0,Leaf_Development,Short,Kharif,136,20,0.45,6.54,2.01,19.92,0.039,6.71,17.52,1.76,0.043,16.83,23,26.96,24.29,1.11,0.44,41.89,13,14,16,14,14,16,17,3,1.19,23,5,22,1.19,13,54,20,1.14,39,1.1,26,0.81,60,108,Rice Blast (Magnaporthe oryzae),Mancozeb,Propiconazole,Hexaconazole,Auxins,40,45,68,53,74,95,0,12,16,10,14,18,49,55,72,94,4.75,30.75,474.79,73.36
2020-01-29,evening,13.25,75.25,24.7,24.1,72.64,1.19,18.31,0.6,25.9,0.0,Leaf_Development,Short,Kharif,110,20,0.39,5.61,2.66,19.69,0.021,6.85,15.7,1.18,0.064,17.66,43,21.14,22.06,1.43,0.39,12.43,13,15,18,14,16,16,16,3,1.45,49,5,40,1.21,16,70,23,1.03,31,1.31,23,0.93,65,119,Rice Blast (Magnaporthe oryzae),Copper-based fungicides,Azoxystrobin,Triadimefon,Auxins,33,46,63,67,84,103,0,14,14,6,11,20,45,62,87,107,3.43,31.54,408.13,51.06
2020-01-30,morning,13.25,75.25,24.7,24.1,72.64,1.19,18.31,0.6,25.9,0.0,Leaf_Development,Short,Kharif,114,10,0.75,5.61,2.1,15.96,0.044,5.79,16.61,1.37,0.034,18.09,48,18.83,29.68,0.6,0.34,18.62,12,16,16,12,16,18,18,4,1.01,37,3,40,1.37,17,62,21,1.09,45,1.04,26,0.81,75,123,Rice Blast (Magnaporthe oryzae),Copper-based fungicides,Tebuconazole,Triadimefon,Cytokinins,36,45,69,62,71,92,2,13,16,8,12,17,0,63,86,91,3.58,32.37,344.83,8.83
2020-01-30,afternoon,13.25,75.25,24.7,24.1,72.64,1.19,18.31,0.6,25.9,0.0,Leaf_Development,Short,Kharif,103,10,0.3,6.91,2.63,15.48,0.049,4.09,18.72,1.18,0.086,16.83,42,27.47,22.81,1.28,0.5,22.19,12,14,18,12,14,16,18,5,1.18,46,3,22,1.04,14,63,23,1.07,45,1.12,26,1.0,76,98,Sheath Blight (Rhizoctonia solani),Copper-based fungicides,Tebuconazole,Triadimefon,Cytokinins,39,44,65,51,81,97,0,12,16,5,15,16,0,56,80,109,4.55,25.99,369.09,96.84
2020-01-30,evening,13.25,75.25,24.7,24.1,72.64,1.19,18.31,0.6,25.9,0.0,Leaf_Development,Short,Kharif,113,10,0.85,6.8,2.88,19.84,0.02,4.18,16.44,0.89,0.053,18.28,56,26.73,27.77,1.89,0.49,49.45,14,15,17,14,15,17,18,4,1.15,25,3,36,1.19,16,52,25,0.99,41,1.3,20,0.88,90,103,Sheath Blight (Rhizoctonia solani),Copper-based fungicides,Propiconazole,Hexaconazole,Gibberellins,37,57,68,50,78,108,2,14,14,6,15,15,34,54,74,107,4.34,23.42,311.84,14.65
2020-01-31,morning,13.25,75.25,24.7,24.1,72.64,1.19,18.31,0.6,25.9,0.0,Leaf_Development,Short,Kharif,116,11,0.47,5.8,2.03,17.99,0.039,5.08,16.68,1.7,0.033,18.15,35,19.28,27.31,0.85,0.34,39.59,13,14,16,14,15,18,16,3,1.17,30,4,28,1.39,16,61,23,0.91,50,1.38,22,0.83,70,114,Leaf Smut (Entyloma oryzae),Copper-based fungicides,Azoxystrobin,Triadimefon,Gibberellins,37,45,68,53,84,104,2,12,16,6,14,16,23,67,71,114,3.67,31.31,393.34,50.83
2020-01-31,afternoon,13.25,75.25,24.7,24.1,72.64,1.19,18.31,0.6,25.9,0.0,Leaf_Development,Short,Kharif,93,11,0.86,6.38,2.27,18.48,0.023,6.95,18.1,0.5,0.012,16.61,49,15.43,25.04,0.95,0.37,45.85,14,15,17,14,14,17,16,4,1.09,34,3,28,1.5,15,59,22,1.05,46,1.34,24,0.86,90,98,Sheath Blight (Rhizoctonia solani),Copper-based fungicides,Pyraclostrobin,Triadimefon,Gibberellins,31,56,50,60,90,116,0,14,16,6,11,16,36,52,88,95,3.76,27.06,360.46,0.35
2020-01-31,evening,13.25,75.25,24.7,24.1,72.64,1.19,18.31,0.6,25.9,0.0,Leaf_Development,Short,Kharif,99,11,0.4,6.76,2.12,16.58,0.046,8.36,19.77,0.61,0.069,17.14,51,24.16,22.94,0.77,0.41,41.69,12,16,16,12,14,16,18,4,1.11,32,5,44,1.08,15,70,19,0.86,32,1.29,20,0.85,89,98,Leaf Smut (Entyloma oryzae),Copper-based fungicides,Propiconazole,Triadimefon,Cytokinins,34,49,70,50,82,95,2,12,14,5,12,19,3,61,72,94,4.37,24.37,473.18,22.4
2020-02-01,morning,13.25,75.25,26.44,25.46,61.24,1.2,16.45,0.43,23.8,0.0,Leaf_Development,Short,Kharif,91,12,0.71,5.59,2.78,15.65,0.02,9.19,19.52,1.84,0.025,19.0,21,20.55,21.61,0.56,0.39,32.16,14,15,17,12,14,18,16,3,1.04,42,3,23,1.33,12,50,25,0.86,45,1.1,23,0.94,84,98,Brown Spot (Bipolaris oryzae),Copper-based fungicides,Propiconazole,Triadimefon,Brassinosteroids,40,43,69,64,86,118,1,12,16,8,10,16,34,65,77,94,4.4,21.51,357.92,82.51
2020-02-01,afternoon,13.25,75.25,26.44,25.46,61.24,1.2,16.45,0.43,23.8,0.0,Leaf_Development,Short,Kharif,91,12,0.61,6.23,2.36,16.2,0.015,4.7,19.22,0.45,0.038,15.01,27,26.18,26.38,1.11,0.45,16.69,12,14,18,12,15,16,17,3,1.36,31,4,45,1.4,18,62,17,1.17,36,1.0,21,0.94,88,117,Sheath Blight (Rhizoctonia solani),Mancozeb,Azoxystrobin,Hexaconazole,Auxins,36,58,55,52,88,90,0,12,16,5,15,15,46,64,90,117,3.87,24.91,448.16,35.34
2020-02-01,evening,13.25,75.25,26.44,25.46,61.24,1.2,16.45,0.43,23.8,0.0,Leaf_Development,Short,Kharif,127,12,0.71,6.87,2.7,16.1,0.017,8.34,18.91,0.75,0.018,18.62,26,26.89,26.85,0.55,0.38,23.52,12,15,17,13,14,17,18,3,1.05,40,4,48,1.47,12,61,25,0.93,30,1.06,22,0.84,81,124,Rice Blast (Magnaporthe oryzae),Copper-based fungicides,Pyraclostrobin,Hexaconazole,Auxins,39,54,58,59,75,96,1,12,16,9,13,19,37,59,85,120,3.02,30.04,350.99,76.29
2020-02-02,morning,13.25,75.25,26.44,25.46,61.24,1.2,16.45,0.43,23.8,0.0,Leaf_Development,Short,Kharif,108,13,0.35,6.24,2.25,19.39,0.022,7.08,18.71,0.88,0.049,19.81,36,22.83,19.24,0.75,0.43,33.65,13,16,16,13,16,16,17,3,1.4,50,4,27,1.22,14,69,17,0.91,42,1.18,27,0.94,79,102,Brown Spot (Bipolaris oryzae),Copper-based fungicides,Pyraclostrobin,Hexaconazole,Auxins,34,54,51,62,71,108,0,13,15,7,14,18,48,54,90,95,4.13,29.67,371.68,79.29
2020-02-02,afternoon,13.25,75.25,26.44,25.46,61.24,1.2,16.45,0.43,23.8,0.0,Leaf_Development,Short,Kharif,131,13,0.98,6.84,2.08,15.27,0.015,9.3,19.92,0.73,0.088,16.04,33,17.22,22.85,1.75,0.23,12.47,12,15,17,14,16,18,17,3,1.36,36,5,28,1.21,14,52,24,1.05,35,1.33,20,0.9,81,122,Leaf Smut (Entyloma oryzae),Mancozeb,Azoxystrobin,Hexaconazole,Cytokinins,35,40,56,50,73,115,2,13,16,5,14,20,2,51,75,113,4.76,30.99,490.0,45.3
2020-02-02,evening,13.25,75.25,26.44,25.46,61.24,1.2,16.45,0.43,23.8,0.0,Leaf_Development,Short,Kharif,121,13,0.47,6.9,2.97,19.53,0.029,6.85,17.42,1.08,0.03,15.66,33,17.13,19.78,1.63,0.42,41.19,14,14,16,13,16,18,17,5,1.0,39,4,47,1.22,17,51,19,1.08,47,1.15,20,0.93,74,119,Rice Blast (Magnaporthe oryzae),Copper-based fungicides,Tebuconazole,Triadimefon,Cytokinins,33,51,52,50,71,102,1,12,16,8,14,17,10,69,79,91,2.78,30.69,447.34,80.91
2020-02-03,morning,13.25,75.25,26.44,25.46,61.24,1.2,16.45,0.43,23.8,0.0,Leaf_Development,Short,Kharif,115,14,0.57,6.47,2.41,18.33,0.047,7.89,18.36,1.39,0.023,18.03,20,27.15,17.99,0.58,0.27,26.57,12,14,16,13,16,17,18,4,1.37,33,5,44,1.01,16,53,16,0.98,46,1.44,27,0.98,65,106,Sheath Blight (Rhizoctonia solani),Chlorothalonil,Tebuconazole,Triadimefon,Brassinosteroids,31,45,65,60,76,92,1,13,15,8,13,19,38,66,74,118,3.75,33.29,485.83,42.55
2020-02-03,afternoon,13.25,75.25,26.44,25.46,61.24,1.2,16.45,0.43,23.8,0.0,Leaf_Development,Short,Kharif,139,14,0.76,6.72,3.0,15.89,0.047,9.7,17.67,1.7,0.065,15.37,33,26.21,27.2,1.18,0.46,37.09,13,16,16,12,15,16,17,4,1.15,50,3,38,1.45,15,69,15,0.94,38,1.47,23,0.99,90,91,Leaf Smut (Entyloma oryzae),Chlorothalonil,Tebuconazole,Triadimefon,Brassinosteroids,38,60,68,57,77,113,0,13,15,6,12,15,23,64,83,98,3.25,20.87,336.48,76.35
2020-02-03,evening,13.25,75.25,26.44,25.46,61.24,1.2,16.45,0.43,23.8,0.0,Leaf_Development,Short,Kharif,128,14,0.66,6.39,2.99,16.61,0.034,9.01,19.68,1.42,0.035,17.76,59,23.56,28.13,0.77,0.29,33.3,12,15,18,13,14,16,18,5,1.41,30,5,48,1.32,17,64,23,0.84,40,1.27,20,0.89,78,111,Rice Blast (Magnaporthe oryzae),Mancozeb,Propiconazole,Hexaconazole,Auxins,36,40,62,52,86,96,2,12,16,9,12,16,19,69,86,117,4.16,28.21,403.94,48.55
2020-02-04,morning,13.25,75.25,26.44,25.46,61.24,1.2,16.45,0.43,23.8,0.0,Leaf_Development,Long,Rabi,96,15,0.3,6.09,2.84,18.02,0.015,7.4,19.65,1.06,0.063,19.92,22,21.87,24.83,1.25,0.43,22.58,13,16,16,14,14,18,17,3,1.48,37,5,25,1.03,16,50,15,0.82,33,1.21,29,0.89,61,122,Leaf Smut (Entyloma oryzae),Chlorothalonil,Tebuconazole,Hexaconazole,Cytokinins,34,59,53,66,82,117,0,12,15,6,10,19,46,57,83,105,4.76,22.59,319.13,75.3
2020-02-04,afternoon,13.25,75.25,26.44,25.46,61.24,1.2,16.45,0.43,23.8,0.0,Leaf_Development,Long,Rabi,120,15,0.44,6.07,2.47,19.15,0.049,7.12,19.13,0.93,0.087,19.22,27,27.64,21.59,1.43,0.39,13.26,12,15,16,12,16,18,16,4,1.3,46,5,35,1.07,16,68,15,1.15,49,1.42,28,1.0,73,101,Sheath Blight (Rhizoctonia solani),Copper-based fungicides,Propiconazole,Triadimefon,Auxins,33,42,53,67,80,94,1,14,15,6,13,16,7,50,73,111,4.23,24.62,350.6,47.26
2020-02-04,evening,13.25,75.25,26.44,25.46,61.24,1.2,16.45,0.43,23.8,0.0,Leaf_Development,Long,Rabi,124,15,0.72,6.01,2.47,15.12,0.046,8.77,16.01,1.32,0.089,18.19,48,20.64,22.98,1.08,0.4,18.44,14,16,18,13,15,17,18,5,1.25,47,4,41,1.47,17,53,25,1.13,49,1.01,30,0.84,66,119,Sheath Blight (Rhizoctonia solani),Chlorothalonil,Pyraclostrobin,Hexaconazole,Cytokinins,30,47,69,64,82,120,0,12,15,5,13,17,22,70,82,111,3.82,30.0,462.54,29.01
2020-02-05,morning,13.25,75.25,26.44,25.46,61.24,1.2,16.45,0.43,23.8,0.0,Leaf_Development,Long,Rabi,96,16,1.0,6.78,2.49,18.85,0.036,8.63,17.89,0.23,0.085,19.15,21,16.7,23.27,1.77,0.36,27.3,14,15,17,12,15,16,18,5,1.48,33,5,50,1.08,17,59,20,0.94,36,1.21,21,0.8,75,108,Sheath Blight (Rhizoctonia solani),Chlorothalonil,Azoxystrobin,Hexaconazole,Cytokinins,36,50,67,70,87,117,1,14,16,8,11,19,8,53,70,95,3.21,21.96,400.09,70.97
2020-02-05,afternoon,13.25,75.25,26.44,25.46,61.24,1.2,16.45,0.43,23.8,0.0,Leaf_Development,Long,Rabi,123,16,0.59,5.62,2.0,15.55,0.021,4.41,19.23,1.12,0.053,17.34,44,21.97,22.08,1.2,0.32,15.26,14,16,18,14,15,16,17,4,1.29,44,5,36,1.04,18,59,17,1.06,50,1.16,29,0.89,75,104,Rice Blast (Magnaporthe oryzae),Copper-based fungicides,Pyraclostrobin,Hexaconazole,Brassinosteroids,35,56,59,56,74,99,1,14,16,5,12,16,23,66,89,105,4.7,30.67,301.23,31.78
2020-02-05,evening,13.25,75.25,26.44,25.46,61.24,1.2,16.45,0.43,23.8,0.0,Leaf_Development,Long,Rabi,91,16,0.75,6.31,2.37,19.11,0.028,8.34,15.63,0.34,0.043,18.97,25,21.13,20.7,1.67,0.44,41.48,12,15,16,14,15,17,18,4,1.37,35,4,36,1.28,14,65,17,0.94,42,1.24,28,0.86,63,105,Sheath Blight (Rhizoctonia solani),Copper-based fungicides,Tebuconazole,Triadimefon,Cytokinins,32,45,51,66,78,95,0,14,14,10,14,20,39,56,79,91,4.2,24.36,392.99,38.56
2020-02-06,morning,13.25,75.25,26.44,25.46,61.24,1.2,16.45,0.43,23.8,0.0,Leaf_Development,Long,Rabi,99,17,0.42,6.1,2.5,19.74,0.021,5.55,19.16,1.77,0.039,15.72,47,20.42,18.86,0.93,0.41,21.89,14,16,16,13,14,18,18,3,1.28,40,4,26,1.21,12,66,21,0.87,37,1.06,28,0.97,71,108,Brown Spot (Bipolaris oryzae),Mancozeb,Tebuconazole,Triadimefon,Gibberellins,33,53,66,53,76,93,2,13,15,8,11,18,24,56,90,96,3.84,25.98,328.16,61.42
2020-02-06,afternoon,13.25,75.25,26.44,25.46,61.24,1.2,16.45,0.43,23.8,0.0,Leaf_Development,Long,Rabi,90,17,0.4,6.05,2.77,19.96,0.016,6.01,18.92,1.18,0.02,16.18,33,29.0,23.08,0.7,0.31,43.44,13,16,18,14,14,17,17,4,1.45,28,4,27,1.42,16,68,21,0.99,36,1.22,22,0.97,63,112,Sheath Blight (Rhizoctonia solani),Chlorothalonil,Pyraclostrobin,Triadimefon,Auxins,35,53,60,60,73,114,1,13,15,6,11,16,9,52,84,107,3.26,22.88,353.19,22.62
2020-02-06,evening,13.25,75.25,26.44,25.46,61.24,1.2,16.45,0.43,23.8,0.0,Leaf_Development,Long,Rabi,129,17,0.85,5.52,2.36,19.12,0.048,4.54,19.87,0.5,0.042,19.14,20,20.84,26.37,1.67,0.28,27.72,14,16,18,12,14,16,18,5,1.17,32,5,33,1.34,15,64,20,0.88,31,1.03,27,0.95,62,119,Leaf Smut (Entyloma oryzae),Mancozeb,Azoxystrobin,Triadimefon,Gibberellins,32,59,55,53,80,112,0,14,15,9,11,18,43,62,78,104,3.11,26.65,371.98,48.07
2020-02-07,morning,13.25,75.25,26.44,25.46,61.24,1.2,16.45,0.43,23.8,0.0,Leaf_Development,Long,Rabi,123,18,0.5,6.22,2.11,18.67,0.016,5.03,19.15,0.64,0.078,19.22,53,20.32,21.14,1.03,0.44,44.45,12,14,16,14,14,16,16,5,1.42,32,3,48,1.12,18,69,17,0.84,43,1.24,29,0.81,83,110,Rice Blast (Magnaporthe oryzae),Mancozeb,Tebuconazole,Hexaconazole,Brassinosteroids,34,56,50,63,89,118,2,13,14,7,14,17,37,56,75,117,3.47,21.61,462.27,29.64
2020-02-07,afternoon,13.25,75.25,26.44,25.46,61.24,1.2,16.45,0.43,23.8,0.0,Leaf_Development,Long,Rabi,127,18,0.65,6.63,2.13,16.05,0.041,5.37,17.78,0.28,0.099,19.84,36,19.54,24.67,0.53,0.35,15.83,12,16,18,14,15,17,17,4,1.25,39,4,30,1.27,17,67,16,1.0,46,1.21,23,0.89,78,117,Rice Blast (Magnaporthe oryzae),Copper-based fungicides,Azoxystrobin,Triadimefon,Brassinosteroids,38,56,62,62,70,119,2,14,16,6,12,18,6,64,73,97,4.19,29.26,386.77,3.08
2020-02-07,evening,13.25,75.25,26.44,25.46,61.24,1.2,16.45,0.43,23.8,0.0,Leaf_Development,Long,Rabi,115,18,0.98,6.23,2.12,17.33,0.039,5.13,16.95,1.35,0.058,16.62,60,21.94,26.58,1.81,0.24,45.84,13,15,17,13,15,16,18,4,1.07,47,5,42,1.46,17,62,20,0.82,31,1.25,29,0.84,88,92,Brown Spot (Bipolaris oryzae),Chlorothalonil,Propiconazole,Hexaconazole,Gibberellins,35,58,51,50,80,108,0,14,14,8,11,19,27,60,87,112,2.56,31.87,331.53,29.3
2020-02-08,morning,13.25,75.25,26.44,25.46,61.24,1.2,16.45,0.43,23.8,0.0,Leaf_Development,Long,Rabi,134,19,0.94,6.23,2.13,15.16,0.023,5.46,18.34,1.9,0.043,18.03,20,15.74,18.24,0.92,0.5,10.58,13,16,16,12,16,17,17,3,1.22,49,4,21,1.44,14,68,24,1.16,33,1.38,27,0.94,80,95,Brown Spot (Bipolaris oryzae),Mancozeb,Propiconazole,Triadimefon,Auxins,33,60,58,66,71,110,0,13,15,9,13,17,30,52,88,98,4.71,22.52,300.71,27.7
2020-02-08,afternoon,13.25,75.25,26.44,25.46,61.24,1.2,16.45,0.43,23.8,0.0,Leaf_Development,Long,Rabi,93,19,0.99,6.47,2.92,18.54,0.019,9.16,15.3,0.54,0.017,17.18,32,28.12,18.36,1.33,0.28,15.68,13,14,16,13,16,17,16,5,1.06,43,4,28,1.02,13,60,25,1.16,43,1.43,29,0.95,83,101,Rice Blast (Magnaporthe oryzae),Mancozeb,Pyraclostrobin,Triadimefon,Gibberellins,30,55,55,55,80,96,2,12,14,8,11,20,26,59,76,117,2.98,27.19,435.88,59.64
2020-02-08,evening,13.25,75.25,26.44,25.46,61.24,1.2,16.45,0.43,23.8,0.0,Leaf_Development,Long,Rabi,95,19,0.83,6.77,2.68,15.16,0.047,6.68,15.22,0.82,0.094,17.24,33,28.38,16.0,1.28,0.27,29.53,12,16,17,12,16,16,17,4,1.42,28,3,42,1.05,14,54,23,0.86,40,1.09,22,0.97,67,107,Rice Blast (Magnaporthe oryzae),Mancozeb,Tebuconazole,Triadimefon,Brassinosteroids,36,57,56,55,85,102,1,12,15,9,15,16,46,53,90,95,3.81,22.18,469.22,21.64
