Date,TimeOfDay,Crop_Stage,LAT,LON,TS,T2M,RH2M,WS2M,T2MDEW,GWETTOP,CLOUD_AMT,PRECTOTCORR,Rice_Crop_Variety,Season,Duration,Day_of_Tillering,Boron,Soil_Ph,Molybdenum,Chlorine,Nickel,Sulphur,Phosphorus,Potassium,Sodium,Nitrogen,Calcium,Zinc,Copper,Manganese,Iron,Water_Requirement,Radiation_Exposure,Magnesium,Leaf_Initiation_Plastochron,Leaf_Elongation,Radiation,Leaf_Expansion,Leaf_Length,Leaf_Width,Leaf_Count,Lower_Leaf_Length,Lower_Leaf_Width,Middle_Leaf_Length,Middle_Leaf_Width,Vegetation_Leaf_Area_Index,Vegetation_Chlorophyll_Content,Vegetation_Water_Stress_Index,Vegetation_Soil_Organic_Matter,Vegetation_Cloud_Cover,Vegetation_Temperature_Range,Soil_Sensitivity_Highly,Soil_Sensitivity_Moderate,Light_Intensity_Low,Light_Intensity_Moderate,Flood_Depth_Ideal,Humidity_Moderate,Humidity_High,Yield
2020-03-29,evening,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Medium,Kharif,93,23,0.85,5.72,0.029,1.87,0.053,28.81,2.27,16.16,17.5,18.44,25.51,1.19,0.46,15.31,6.59,4.98,387,382,5,1.36,422.24,46,34,1.11,17,20,0.86,46,1.15,3.41,39,0.05,1.76,15,27,12,15,0,14,6,67,89,55.48
2020-03-29,afternoon,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Medium,Kharif,94,23,0.73,6.16,0.023,1.05,0.027,15.1,2.29,16.21,18.27,16.62,28.3,1.46,0.48,28.52,9.07,2.93,361,429,3,1.45,369.74,32,35,1.22,16,22,1.14,39,1.18,2.59,38,0.42,1.87,20,27,13,14,0,14,7,58,78,24.92
2020-03-29,morning,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Medium,Kharif,120,23,0.94,6.31,0.018,0.46,0.023,22.66,2.02,17.77,18.84,19.34,25.65,0.84,0.35,45.45,8.49,4.86,480,398,4,1.2,466.16,28,50,1.48,12,18,1.04,43,1.12,3.36,43,0.32,1.81,1,29,12,15,2,13,5,57,74,38.77
2020-03-28,evening,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Medium,Rabi,128,22,0.64,5.72,0.038,1.94,0.089,28.25,2.37,16.71,19.99,18.62,18.16,1.55,0.2,35.28,7.54,3.25,342,411,4,1.37,390.2,42,37,1.2,14,18,0.91,49,1.38,3.78,36,0.24,1.94,14,26,13,14,1,12,9,50,81,69.24
2020-03-28,afternoon,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Medium,Kharif,117,22,0.62,6.93,0.03,1.79,0.04,19.21,2.94,18.07,16.95,17.87,19.31,0.87,0.5,49.18,9.7,3.32,394,413,5,1.05,329.66,47,41,1.1,16,23,1.1,50,1.47,2.6,41,0.46,1.63,10,27,13,15,2,12,5,55,90,8.01
2020-03-28,morning,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Short,Rabi,120,22,0.67,5.95,0.014,0.85,0.097,24.84,2.16,15.87,19.57,15.36,29.65,1.5,0.27,30.78,5.37,4.52,350,408,4,1.41,370.87,50,30,1.31,12,21,1.05,30,1.11,3.75,40,0.38,1.9,14,29,14,14,1,14,9,66,72,69.72
2020-03-27,evening,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Medium,Rabi,123,21,0.5,6.45,0.01,1.47,0.033,18.75,2.83,15.35,18.69,16.23,17.83,1.72,0.24,29.81,7.76,4.71,494,370,5,1.15,456.29,41,21,1.06,16,22,1.19,41,1.37,3.92,45,0.21,1.8,4,29,14,16,0,13,6,65,70,91.72
2020-03-27,afternoon,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Short,Kharif,131,21,0.73,6.06,0.041,0.39,0.03,15.96,2.48,17.11,18.53,18.03,29.18,0.67,0.38,18.76,8.23,4.68,380,497,4,1.22,365.37,35,25,1.33,17,20,0.93,34,1.08,2.62,35,0.27,1.92,9,28,12,15,0,12,9,56,80,10.44
2020-03-27,morning,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Short,Kharif,138,21,0.61,6.14,0.022,0.88,0.095,20.78,2.67,16.31,18.79,17.5,21.18,0.64,0.25,29.83,5.41,4.83,486,472,4,1.05,402.32,24,26,1.41,18,18,0.98,45,1.33,2.81,44,0.27,1.83,6,26,13,15,2,12,9,56,86,79.87
2020-03-26,evening,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Short,Rabi,121,32,0.61,5.79,0.028,1.59,0.065,25.63,2.87,16.76,18.85,15.65,16.59,1.74,0.27,37.7,7.27,4.93,405,364,4,1.27,400.97,50,31,1.09,15,23,1.13,35,1.38,2.94,35,0.4,1.72,12,25,13,15,0,14,10,51,82,56.93
2020-03-26,afternoon,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Short,Rabi,126,32,0.31,6.6,0.021,1.13,0.064,15.86,2.98,15.6,19.03,16.16,25.73,1.58,0.2,41.12,8.0,5.0,480,370,5,1.32,387.6,36,48,1.16,13,25,0.83,33,1.15,2.57,36,0.42,1.6,6,27,14,15,0,12,6,66,77,71.84
2020-03-26,morning,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Long,Kharif,122,32,0.36,6.6,0.034,1.0,0.043,22.82,2.33,17.28,15.37,18.07,27.58,1.52,0.3,27.03,4.09,3.88,416,316,4,1.33,395.04,22,28,1.28,15,15,1.16,33,1.31,3.94,44,0.25,1.95,14,30,14,15,0,12,7,62,86,6.87
2020-03-25,evening,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Short,Kharif,129,31,0.66,6.56,0.048,0.7,0.019,27.71,2.84,19.48,16.69,17.34,26.24,1.01,0.23,42.81,4.03,3.88,310,444,5,1.04,474.28,26,48,1.16,18,22,0.98,46,1.13,3.43,39,0.26,1.65,0,29,13,14,1,13,9,58,74,86.65
2020-03-25,afternoon,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Short,Rabi,102,31,0.53,6.89,0.031,1.48,0.086,25.08,2.75,19.79,16.68,15.12,16.34,1.68,0.37,11.27,8.39,4.42,472,381,3,1.36,375.86,32,37,1.2,17,19,0.8,40,1.23,3.19,41,0.02,1.91,19,26,13,15,1,13,7,62,89,76.96
2020-03-25,morning,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Long,Rabi,127,31,0.52,6.56,0.028,1.33,0.098,28.57,2.75,19.9,19.54,19.92,21.41,1.88,0.47,31.13,8.96,4.49,355,420,3,1.35,406.37,39,21,1.1,17,16,1.2,33,1.15,3.94,38,0.43,1.74,4,26,14,15,2,13,10,63,71,58.13
2020-03-24,evening,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Long,Rabi,122,30,0.67,5.98,0.047,0.32,0.047,20.36,2.93,19.53,19.99,16.53,21.21,1.82,0.31,46.4,8.12,3.28,441,395,4,1.05,427.48,42,39,1.11,14,23,1.16,45,1.42,3.57,42,0.47,1.82,18,25,14,16,2,14,9,70,76,64.93
2020-03-24,afternoon,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Short,Kharif,127,30,0.86,6.83,0.025,1.6,0.092,20.53,2.09,18.78,17.21,18.83,23.65,1.62,0.22,38.87,7.19,3.1,475,386,5,1.46,342.51,44,24,1.33,13,18,1.19,44,1.34,3.07,41,0.25,1.71,2,25,14,16,1,12,8,65,85,41.74
2020-03-24,morning,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Short,Rabi,140,30,0.98,6.9,0.041,0.7,0.085,29.43,2.9,19.98,17.88,16.64,20.76,0.61,0.39,35.61,7.17,4.38,362,361,5,1.41,349.94,50,23,1.24,18,16,0.82,33,1.26,3.58,45,0.44,1.79,3,29,12,15,1,12,6,66,70,96.03
2020-03-23,evening,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Medium,Kharif,138,29,0.63,6.56,0.041,1.27,0.06,29.0,2.09,19.96,15.54,16.04,26.34,1.36,0.46,34.31,9.2,2.78,455,424,4,1.4,425.25,31,37,1.15,13,16,0.91,49,1.22,3.61,36,0.32,1.99,7,26,12,14,0,14,6,57,87,94.76
2020-03-23,afternoon,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Long,Rabi,125,29,0.4,5.87,0.013,1.82,0.042,22.2,2.42,18.59,19.17,16.78,19.98,1.44,0.49,11.08,5.12,3.39,322,378,3,1.14,441.78,46,43,1.32,17,22,1.14,41,1.01,4.1,39,0.19,1.96,10,25,13,16,2,12,8,51,85,21.7
2020-03-23,morning,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Medium,Rabi,114,29,0.72,6.39,0.014,1.85,0.085,25.22,2.54,18.24,16.89,19.66,27.37,1.97,0.44,44.67,5.55,4.48,364,302,4,1.36,426.29,26,26,1.24,17,23,1.04,47,1.42,2.54,43,0.19,1.56,12,29,14,15,1,12,9,67,77,90.04
2020-03-22,evening,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Short,Rabi,135,28,0.54,5.66,0.028,0.98,0.085,29.07,2.86,15.73,19.17,17.33,23.4,1.36,0.39,42.68,9.19,3.5,416,437,4,1.31,441.72,23,36,1.23,15,22,1.05,40,1.18,3.91,37,0.17,1.91,12,29,14,14,2,14,9,53,73,59.2
2020-03-22,afternoon,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Short,Rabi,98,28,0.32,6.45,0.026,0.53,0.04,28.97,2.13,17.69,16.92,15.97,27.49,1.48,0.49,35.51,6.39,2.98,366,390,4,1.17,338.07,35,34,1.42,14,17,0.97,38,1.06,3.9,41,0.19,1.7,19,29,13,14,0,14,7,55,74,48.6
2020-03-22,morning,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Short,Kharif,96,28,0.63,6.4,0.044,1.58,0.036,15.34,2.9,19.49,16.5,19.93,21.3,0.8,0.39,17.42,8.84,4.77,498,438,3,1.25,336.3,46,40,1.48,18,15,0.99,49,1.37,4.02,39,0.45,1.74,14,28,14,16,0,14,9,69,80,80.98
2020-03-21,evening,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Medium,Kharif,106,27,0.88,6.86,0.034,1.28,0.085,19.76,2.6,15.15,18.8,16.75,20.61,0.69,0.33,23.91,9.04,3.12,312,481,5,1.2,493.97,32,31,1.36,18,16,1.17,40,1.28,3.45,37,0.02,1.61,5,28,13,14,0,13,7,65,74,68.51
2020-03-21,afternoon,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Long,Kharif,106,27,0.9,6.44,0.035,0.64,0.062,25.62,3.0,17.21,16.83,15.86,28.0,1.81,0.46,25.56,5.85,2.72,404,371,4,1.38,399.82,41,33,1.37,13,18,0.85,33,1.14,3.22,36,0.22,1.98,0,28,14,15,1,13,8,55,81,91.01
2020-03-21,morning,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Long,Kharif,140,27,0.66,5.54,0.03,1.87,0.056,21.78,2.82,18.65,16.5,19.42,28.23,0.93,0.48,13.17,5.91,4.69,388,313,3,1.29,489.81,29,30,1.09,18,18,1.06,46,1.15,4.26,36,0.06,1.65,13,27,13,14,2,14,9,55,74,1.16
2020-03-20,evening,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Short,Rabi,94,26,0.67,6.61,0.041,0.87,0.04,21.73,2.28,17.67,18.47,16.45,29.14,1.87,0.24,29.0,7.81,3.78,427,385,4,1.34,441.52,46,46,1.15,13,18,0.86,39,1.11,3.8,42,0.46,1.96,16,28,12,14,0,13,6,54,73,29.15
2020-03-20,afternoon,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Short,Rabi,126,26,0.35,6.73,0.033,1.09,0.043,25.56,2.43,17.24,18.61,17.05,22.77,1.52,0.34,18.4,8.91,3.29,429,360,5,1.34,323.84,27,32,1.28,16,22,0.82,33,1.01,4.47,44,0.35,1.55,3,27,14,14,0,12,7,66,75,91.48
2020-03-20,morning,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Short,Rabi,115,26,0.66,6.76,0.038,1.22,0.076,20.06,2.27,17.36,18.71,18.3,22.91,1.85,0.22,48.87,9.69,4.96,441,357,5,1.23,466.25,44,31,1.25,18,24,1.0,32,1.33,3.31,44,0.4,1.61,19,26,14,14,1,14,6,67,85,8.07
2020-03-19,evening,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Medium,Rabi,130,25,0.84,6.71,0.022,1.74,0.067,19.73,2.1,17.69,15.69,19.04,16.91,0.63,0.27,40.01,6.58,3.71,399,315,3,1.14,356.65,24,38,1.39,13,23,1.17,46,1.03,3.92,39,0.09,1.58,7,26,12,16,1,14,6,68,86,47.83
2020-03-19,afternoon,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Long,Kharif,139,25,0.89,5.76,0.048,1.49,0.07,23.59,2.89,16.81,16.74,17.89,18.92,0.51,0.26,26.47,5.79,4.64,409,487,3,1.0,479.96,34,41,1.06,14,24,0.95,35,1.02,3.27,42,0.47,1.65,10,29,12,14,1,12,7,55,73,79.99
2020-03-19,morning,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Medium,Rabi,126,25,0.51,6.77,0.012,0.8,0.031,23.62,2.69,17.72,15.4,18.14,15.0,1.38,0.44,31.75,4.66,4.07,482,327,5,1.18,333.63,45,25,1.11,15,16,0.93,46,1.35,4.34,45,0.09,1.86,2,30,14,16,2,13,8,50,71,98.75
2020-03-18,evening,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Short,Rabi,132,24,0.94,6.11,0.01,0.75,0.02,26.55,2.75,17.0,16.59,16.64,19.7,1.46,0.24,14.59,8.91,3.3,498,428,3,1.06,485.54,47,21,1.21,18,24,0.93,43,1.1,3.58,45,0.12,1.94,15,27,13,16,2,14,9,57,70,74.64
2020-03-18,afternoon,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Short,Rabi,122,24,0.62,6.44,0.021,1.06,0.073,21.5,3.0,18.9,17.22,15.69,15.8,0.91,0.37,16.35,8.84,4.5,477,465,4,1.4,424.16,42,38,1.46,16,24,0.85,33,1.45,2.88,38,0.18,1.51,18,28,12,15,0,13,9,59,86,43.95
2020-03-18,morning,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Long,Kharif,131,24,0.71,6.6,0.011,1.3,0.058,28.79,2.95,15.47,19.02,15.61,17.04,1.9,0.42,43.77,6.74,4.46,314,469,3,1.38,307.44,42,31,1.07,14,21,1.16,36,1.12,3.02,37,0.09,1.52,8,29,12,15,0,13,6,53,71,67.3
2020-03-17,evening,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Long,Rabi,97,23,0.94,6.14,0.013,1.84,0.082,22.29,2.92,19.68,19.6,15.34,21.59,1.1,0.26,23.97,5.29,3.15,483,359,4,1.17,486.86,49,30,1.47,18,22,1.07,32,1.48,4.23,44,0.11,1.77,0,27,12,15,1,14,9,60,83,82.68
2020-03-17,afternoon,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Medium,Kharif,91,23,0.67,6.71,0.046,0.82,0.026,18.72,2.51,18.75,17.95,19.55,16.42,1.14,0.25,13.64,4.79,3.33,333,332,4,1.2,354.06,42,37,1.02,15,24,1.13,42,1.34,3.19,35,0.12,1.76,15,29,14,16,0,13,10,66,77,14.36
2020-03-17,morning,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Medium,Rabi,132,23,0.61,5.66,0.028,0.57,0.069,28.35,2.64,15.2,19.49,19.15,16.89,1.91,0.3,40.64,7.57,4.28,312,440,3,1.32,492.93,34,27,1.36,14,24,0.93,37,1.08,2.81,38,0.4,1.72,14,29,14,15,0,12,9,58,90,1.69
2020-03-16,evening,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Long,Kharif,94,22,0.92,6.57,0.012,1.11,0.012,18.43,2.44,17.96,17.44,19.2,23.54,0.75,0.35,15.84,4.81,4.97,402,303,3,1.36,441.29,34,20,1.01,15,25,0.88,35,1.2,2.79,38,0.01,1.98,16,25,12,14,0,14,8,50,80,74.0
2020-03-16,afternoon,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Short,Rabi,106,22,0.59,6.8,0.021,1.97,0.091,23.11,2.48,17.05,15.74,17.42,28.52,1.51,0.48,16.13,5.87,4.22,342,312,3,1.2,480.83,36,48,1.1,16,21,1.2,42,1.46,3.64,37,0.3,1.97,7,28,14,16,1,14,10,66,81,62.52
2020-03-16,morning,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Medium,Kharif,115,22,0.65,6.64,0.041,1.14,0.031,28.94,2.59,17.55,18.84,18.56,22.17,1.75,0.28,11.57,7.2,4.03,376,421,4,1.38,407.99,21,27,1.03,12,20,1.07,33,1.01,3.54,37,0.17,1.94,14,28,14,16,2,13,5,67,80,63.7
2020-03-15,evening,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Short,Rabi,133,21,0.37,5.76,0.011,1.61,0.072,25.71,2.26,18.15,15.58,18.01,26.68,0.67,0.31,48.24,7.74,4.94,343,374,5,1.15,350.99,41,42,1.25,12,19,0.82,37,1.1,4.24,37,0.19,1.71,0,25,12,14,0,12,5,51,89,10.27
2020-03-15,afternoon,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Medium,Rabi,121,21,0.63,5.99,0.012,1.77,0.045,24.12,2.51,17.4,18.68,19.54,21.11,1.54,0.31,12.0,7.04,4.46,499,337,3,1.24,352.05,25,20,1.37,14,25,0.81,42,1.26,4.07,41,0.2,1.73,4,29,12,16,2,13,10,66,74,88.79
2020-03-15,morning,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Medium,Rabi,120,21,0.77,5.94,0.019,1.85,0.087,22.11,2.8,18.57,18.32,17.08,20.84,1.77,0.36,34.48,4.86,4.67,405,424,4,1.06,370.22,48,25,1.03,17,20,1.07,32,1.25,4.29,35,0.23,1.82,0,27,13,16,2,14,6,65,79,81.33
2020-03-14,evening,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Short,Kharif,139,32,0.35,5.97,0.045,1.62,0.065,22.98,2.47,16.48,19.5,15.63,21.31,1.68,0.48,43.91,8.7,3.12,383,340,4,1.18,468.8,21,47,1.35,18,21,1.09,35,1.02,2.53,37,0.16,1.89,12,28,14,15,0,13,6,61,72,73.01
2020-03-14,afternoon,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Short,Kharif,117,32,0.71,6.31,0.03,0.46,0.069,23.91,2.1,15.95,17.2,15.57,18.37,1.86,0.36,27.07,6.62,2.53,410,384,4,1.21,484.28,35,26,1.11,13,24,0.83,38,1.41,3.36,35,0.19,1.79,13,26,13,15,1,13,5,63,71,5.13
2020-03-14,morning,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Long,Kharif,130,32,0.5,5.61,0.04,0.75,0.056,23.98,2.08,17.28,18.72,18.04,28.72,1.5,0.3,30.11,6.62,2.83,388,306,5,1.42,410.58,34,26,1.1,12,22,1.04,36,1.25,3.12,37,0.39,1.85,5,26,12,16,1,14,5,61,90,88.81
2020-03-13,evening,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Short,Rabi,138,31,0.94,6.05,0.013,0.67,0.065,21.76,2.68,15.29,16.37,15.58,22.94,1.9,0.28,44.93,9.28,3.07,402,377,3,1.33,318.18,29,44,1.06,16,21,0.99,36,1.05,4.42,36,0.03,1.98,11,28,12,15,1,14,10,66,79,87.69
2020-03-13,afternoon,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Medium,Rabi,111,31,0.82,5.5,0.03,0.32,0.08,17.72,3.0,19.64,18.75,19.42,15.08,1.05,0.46,22.46,4.67,3.72,344,431,3,1.43,315.09,32,49,1.39,13,15,1.15,32,1.31,3.01,45,0.42,1.52,1,27,14,14,0,12,6,57,84,37.6
2020-03-13,morning,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Short,Rabi,126,31,0.75,6.92,0.045,0.91,0.018,29.68,2.72,19.23,17.79,19.24,27.1,0.78,0.25,17.09,5.77,3.58,407,469,3,1.01,307.29,25,44,1.39,13,18,1.06,39,1.47,3.51,43,0.23,1.55,18,27,12,16,1,12,6,69,78,40.13
2020-03-12,evening,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Short,Rabi,108,30,0.39,6.79,0.023,1.71,0.069,25.07,2.86,15.56,15.04,17.99,28.4,1.12,0.42,15.6,6.14,2.7,421,493,3,1.12,321.04,29,24,1.01,18,24,1.2,46,1.41,3.83,44,0.42,1.6,14,30,13,16,0,14,10,55,82,4.58
2020-03-12,afternoon,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Medium,Kharif,140,30,0.31,6.67,0.043,1.61,0.091,26.68,2.63,15.6,15.43,16.79,20.28,0.93,0.33,26.16,6.71,2.58,413,466,5,1.02,448.44,39,39,1.12,16,25,0.88,48,1.33,2.97,36,0.35,1.94,12,26,14,14,2,13,6,56,76,46.85
2020-03-12,morning,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Medium,Kharif,113,30,0.57,5.98,0.029,0.85,0.022,18.64,2.13,15.92,16.44,18.85,28.0,1.12,0.22,37.66,7.38,4.1,306,461,5,1.27,455.87,48,45,1.24,16,19,0.81,39,1.03,3.06,38,0.14,1.84,16,27,12,14,0,14,6,65,89,29.56
2020-03-11,evening,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Short,Kharif,98,29,0.78,5.91,0.02,0.81,0.091,27.71,2.86,16.17,17.4,18.21,26.78,0.86,0.32,38.39,5.09,4.19,456,313,4,1.28,345.99,44,42,1.21,14,17,1.04,40,1.2,3.1,44,0.14,1.93,8,28,14,16,2,14,7,55,83,32.88
2020-03-11,afternoon,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Medium,Rabi,105,29,0.73,5.94,0.04,0.29,0.024,20.66,2.34,16.72,18.73,17.55,25.14,1.2,0.36,24.58,9.3,3.34,306,360,5,1.41,439.09,36,26,1.29,14,20,0.99,32,1.1,3.93,38,0.2,1.83,12,29,13,15,0,14,8,57,74,14.63
2020-03-11,morning,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Short,Kharif,97,29,0.9,5.68,0.015,1.34,0.063,17.95,2.51,15.31,19.17,16.99,17.91,0.7,0.38,35.3,8.55,2.95,403,442,4,1.17,394.08,50,44,1.48,12,24,1.17,42,1.31,4.08,38,0.29,2.0,6,30,14,15,1,13,9,55,82,19.97
2020-03-10,evening,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Medium,Kharif,102,28,0.72,6.85,0.014,0.24,0.076,16.69,2.84,17.61,17.54,19.06,20.71,1.97,0.23,48.55,4.0,4.18,389,451,4,1.13,418.53,21,36,1.06,13,25,0.92,39,1.43,2.58,39,0.15,1.75,8,26,13,15,0,12,10,63,80,52.15
2020-03-10,afternoon,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Short,Rabi,97,28,0.36,6.53,0.046,0.26,0.043,24.3,2.56,15.86,18.72,19.32,23.04,0.71,0.35,26.58,9.83,4.61,305,492,3,1.14,368.09,28,47,1.4,16,24,1.06,38,1.24,3.45,38,0.19,1.73,10,29,14,16,1,14,10,61,82,11.67
2020-03-10,morning,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Short,Rabi,123,28,0.79,5.97,0.033,0.59,0.055,27.67,2.37,17.65,16.64,19.51,18.64,1.52,0.21,26.72,4.15,4.85,450,352,3,1.21,478.04,40,28,1.2,13,16,0.87,40,1.22,4.25,37,0.48,1.93,13,29,14,14,2,12,6,68,78,22.4
2020-03-09,evening,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Medium,Rabi,91,27,0.82,6.49,0.023,1.6,0.094,24.4,2.03,18.32,17.8,18.95,17.62,0.79,0.23,37.16,7.2,3.59,427,405,5,1.47,480.03,29,21,1.29,18,17,0.93,43,1.46,3.39,38,0.33,1.99,14,29,14,16,1,12,10,52,87,85.03
2020-03-09,afternoon,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Medium,Rabi,125,27,0.9,5.64,0.028,1.95,0.011,19.37,2.02,16.71,16.02,17.51,21.82,0.56,0.33,28.93,8.34,4.19,468,434,3,1.16,494.99,25,27,1.5,16,25,1.11,44,1.32,3.29,36,0.18,1.83,7,25,13,15,2,14,8,51,90,83.19
2020-03-09,morning,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Medium,Kharif,99,27,0.32,6.12,0.046,1.61,0.084,22.72,2.03,17.84,17.97,18.35,29.88,0.86,0.21,37.0,8.93,3.58,393,352,4,1.01,461.07,47,27,1.26,16,20,0.94,38,1.47,3.48,43,0.04,1.61,13,28,12,15,2,13,7,52,86,31.48
2020-03-08,evening,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Medium,Rabi,110,26,0.95,6.41,0.024,1.86,0.065,23.01,2.88,19.86,16.22,16.58,16.43,1.12,0.21,21.91,5.3,3.2,458,456,5,1.5,455.21,35,20,1.24,17,19,1.05,39,1.12,2.74,40,0.22,1.65,0,26,12,15,2,14,6,51,88,40.9
2020-03-08,afternoon,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Short,Rabi,111,26,0.87,6.9,0.035,0.85,0.073,23.0,2.87,18.79,16.49,17.06,17.12,0.81,0.37,25.96,4.25,3.24,319,430,3,1.49,415.04,36,38,1.37,13,15,1.07,33,1.12,3.93,40,0.28,1.75,10,28,12,14,2,12,8,56,79,55.16
2020-03-08,morning,Tillering,13.25,75.25,29.09,27.57,62.39,1.39,18.49,0.39,22.73,0.0,Long,Kharif,131,26,0.83,5.92,0.04,1.13,0.062,15.52,2.84,15.15,15.02,16.87,18.17,1.23,0.26,18.36,5.51,4.7,463,314,5,1.16,363.06,41,34,1.2,13,20,0.97,35,1.18,4.26,35,0.45,1.58,15,27,12,14,1,12,6,50,71,92.42
