Date,TimeOfDay,LAT,LON,Crop_Stage,TS,T2M,RH2M,WS2M,T2MDEW,GWETTOP,CLOUD_AMT,PRECTOTCORR,Rice_Crop_Variety,Season,Duration,Day_of_Sowing,soil_pH,Iron,Manganese,Zinc,Copper,Boron,Molybdenum,Chlorine,Nickel,Potassium,Sodium,Nitrogen,Calcium,Sulphur,Phosphorous,Yield_Trait,Soil_Moisture_Content,Vegetation_Index,Relative_Humidity,Temperature,Water,Radiation,Magnesium,Disease_Resistance,Pest_Resistance,Drought_Tolerance,Heat_Tolerance,Cold_Tolerance,Plant_Vigor,Plant_Stress_Resilience,Land_Preparation,Biological_Interactions,Pollution,Yield
2021-03-02,afternoon,13.25,75.25,Sowing,28.04,27.15,60.78,1.11,17.73,0.42,35.57,0.05,Medium,Rabi,95,4,6.95,5.86,41.82,1.87,0.37,0.88,0.016,0.53,0.013,19.92,18.4,18.77,29.66,24.83,2,High Yield,78,0.63,71.53,22.78,4.24,369.97,29,49,10,1,7,55,92,91,5,8,32,31.6
2021-03-02,morning,13.25,75.25,Sowing,28.04,27.15,60.78,1.11,17.73,0.42,35.57,0.05,Medium,Rabi,120,4,5.7,7.06,13.04,0.77,0.47,0.36,0.041,0.97,0.051,19.63,16.34,16.04,29.59,25.35,2,High Yield,72,0.31,60.4,25.6,2.98,456.08,38,68,82,30,67,80,88,32,3,63,46,46.17
2021-03-01,evening,13.25,75.25,Sowing,28.04,27.15,60.78,1.11,17.73,0.42,35.57,0.05,Medium,Rabi,116,3,5.83,8.12,21.63,1.32,0.31,0.66,0.032,1.21,0.065,17.4,18.93,19.57,28.21,29.52,3,High Yield,72,0.88,82.86,24.47,4.24,426.01,29,86,86,61,89,41,75,96,3,92,33,55.54
2021-03-01,afternoon,13.25,75.25,Sowing,28.04,27.15,60.78,1.11,17.73,0.42,35.57,0.05,Medium,Rabi,101,3,5.88,9.72,34.56,1.25,0.35,0.76,0.041,0.49,0.074,16.03,15.11,16.56,25.63,20.75,3,High Yield,80,0.48,74.03,33.05,3.02,313.21,49,88,39,13,85,93,85,92,2,53,8,59.0
2021-03-01,morning,13.25,75.25,Sowing,28.04,27.15,60.78,1.11,17.73,0.42,35.57,0.05,Medium,Rabi,99,3,6.79,4.46,25.88,0.83,0.44,0.53,0.023,0.88,0.02,17.59,15.5,17.71,26.08,27.95,3,High Yield,86,0.34,65.19,21.05,4.82,334.52,22,85,15,59,26,61,47,61,10,13,29,78.28
2021-02-28,evening,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,90,2,6.52,6.97,17.64,0.9,0.49,0.69,0.04,0.58,0.03,17.58,18.59,19.16,23.46,25.56,2,High Yield,89,0.7,77.22,26.93,4.03,333.46,53,85,54,21,4,71,26,92,5,32,24,82.15
2021-02-28,afternoon,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,101,2,5.98,5.57,27.72,1.35,0.31,0.32,0.018,1.47,0.092,15.38,18.84,15.62,15.6,24.02,3,High Yield,77,0.33,76.65,32.76,2.95,395.86,59,16,2,65,3,25,95,88,3,7,20,31.1
2021-02-28,morning,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,130,2,6.34,7.44,23.0,1.37,0.39,0.32,0.048,1.94,0.043,18.47,15.99,19.46,28.01,19.73,2,High Yield,87,0.34,84.22,20.13,4.14,444.09,55,15,29,33,42,100,81,85,3,71,15,13.69
2021-02-27,evening,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,134,1,5.77,8.48,22.61,0.51,0.23,0.65,0.018,0.85,0.04,16.37,15.42,19.07,27.81,21.42,2,High Yield,88,0.63,70.12,26.91,4.07,473.76,38,15,16,96,64,65,61,82,8,27,40,86.8
2021-02-27,afternoon,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,121,1,6.93,9.95,24.59,0.75,0.4,0.5,0.019,1.62,0.019,18.49,16.24,16.47,17.86,25.14,3,High Yield,70,0.34,67.03,24.52,4.03,378.63,26,76,38,68,80,16,97,2,6,77,16,97.93
2021-02-27,morning,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,94,1,6.69,5.27,45.37,1.59,0.2,0.69,0.017,1.45,0.018,15.27,15.99,17.12,19.38,24.8,2,High Yield,84,0.79,61.55,34.47,4.8,319.29,27,63,80,11,3,90,88,54,7,72,33,23.85
2021-02-26,evening,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,119,0,6.14,9.93,34.02,1.85,0.21,0.75,0.028,1.67,0.045,19.67,15.97,19.04,17.01,29.73,2,High Yield,71,0.7,61.16,33.06,4.9,348.67,51,58,16,95,74,32,22,41,1,75,32,27.52
2021-02-26,afternoon,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,105,0,5.6,9.39,46.31,1.73,0.32,0.82,0.041,0.61,0.047,16.76,15.94,15.61,19.64,21.1,3,High Yield,85,0.31,82.54,31.41,3.57,451.02,54,86,93,53,32,88,83,73,3,92,41,61.8
2021-02-26,morning,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,90,0,5.67,7.49,44.9,1.95,0.3,0.34,0.028,1.05,0.013,18.03,18.14,16.85,24.13,17.7,2,High Yield,81,0.71,81.92,25.38,4.38,436.37,49,78,66,25,9,23,86,59,4,10,42,93.81
2021-02-25,evening,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,93,7,5.57,4.27,18.34,1.16,0.33,0.49,0.033,1.85,0.081,17.31,19.24,16.08,20.92,20.79,2,High Yield,83,0.31,68.76,25.05,4.93,459.84,43,99,82,50,64,60,43,55,6,68,27,25.39
2021-02-25,afternoon,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,93,7,6.25,7.54,46.57,1.62,0.31,0.59,0.016,1.77,0.059,15.95,17.31,18.53,24.85,20.6,2,High Yield,78,0.76,62.1,30.93,4.95,370.69,60,0,22,30,55,80,7,93,8,50,42,69.92
2021-02-25,morning,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,114,7,6.58,8.96,45.38,1.99,0.43,0.65,0.017,0.85,0.096,16.53,15.18,15.93,21.7,17.84,3,High Yield,86,0.48,66.48,26.44,3.48,407.53,42,14,39,84,13,57,70,42,3,83,16,82.16
2021-02-24,evening,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,140,6,5.88,5.85,30.06,0.84,0.3,0.93,0.017,1.37,0.041,15.5,15.38,16.07,29.37,19.84,2,High Yield,77,0.44,63.3,27.14,3.35,378.66,54,63,8,62,39,84,84,71,4,2,37,41.23
2021-02-24,afternoon,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,137,6,6.41,6.35,17.03,0.59,0.43,0.88,0.033,1.39,0.05,16.93,16.73,16.05,23.87,25.37,3,High Yield,90,0.83,83.24,25.09,4.7,417.78,47,79,63,95,14,61,21,25,10,7,48,41.95
2021-02-24,morning,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,92,6,5.77,4.24,29.58,1.44,0.3,0.31,0.038,1.13,0.026,17.04,18.25,16.53,16.56,26.42,2,High Yield,75,0.81,75.87,22.65,4.35,362.54,39,96,21,85,62,63,1,88,7,71,15,6.75
2021-02-23,evening,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,121,5,5.59,7.69,20.16,1.52,0.24,0.82,0.011,1.35,0.046,17.92,15.49,18.08,28.38,17.13,3,High Yield,89,0.55,75.76,20.53,3.8,426.07,56,33,85,60,22,11,0,68,10,51,31,0.48
2021-02-23,afternoon,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,95,5,6.25,8.19,17.59,1.19,0.31,0.67,0.049,1.75,0.055,18.05,19.34,17.9,29.46,18.11,2,High Yield,89,0.77,62.35,32.98,4.81,300.81,36,52,61,52,10,76,78,49,2,11,34,8.22
2021-02-23,morning,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,90,5,5.81,8.25,33.73,1.48,0.3,0.71,0.028,1.24,0.092,16.86,17.0,18.63,27.59,18.59,2,High Yield,70,0.78,74.99,23.95,3.7,333.33,45,89,37,74,89,67,93,1,6,77,2,20.63
2021-02-22,evening,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,99,4,6.09,4.19,48.55,1.48,0.34,0.89,0.042,1.25,0.028,18.53,15.45,16.94,27.06,17.34,3,High Yield,71,0.34,77.55,26.36,4.96,334.79,36,39,78,9,39,67,34,79,8,55,2,62.63
2021-02-22,afternoon,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,93,4,6.61,6.95,39.71,1.53,0.31,0.48,0.047,1.17,0.076,19.75,15.72,18.34,26.89,20.64,2,High Yield,77,0.88,77.54,30.12,3.61,366.44,52,34,58,82,83,6,24,79,3,64,4,16.62
2021-02-22,morning,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,137,4,6.17,6.15,41.64,0.55,0.43,0.53,0.016,1.06,0.093,17.32,19.0,18.44,20.03,23.46,2,High Yield,83,0.37,81.94,24.62,4.21,353.52,50,90,58,59,21,2,64,21,8,54,48,90.69
2021-02-21,evening,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,113,3,6.3,8.54,38.05,1.58,0.25,0.57,0.04,1.25,0.021,17.4,19.08,15.32,16.52,16.55,3,High Yield,74,0.83,83.12,20.11,4.25,487.61,43,32,92,35,19,58,77,9,4,5,20,49.0
2021-02-21,afternoon,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,99,3,5.55,4.77,12.54,0.82,0.39,0.54,0.042,1.18,0.014,17.94,17.37,17.38,26.46,19.21,3,High Yield,82,0.86,75.48,29.1,4.69,361.68,60,21,52,91,98,82,37,73,4,13,21,87.28
2021-02-21,morning,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,123,3,6.97,5.54,44.61,1.27,0.33,0.51,0.042,1.69,0.078,17.0,18.79,16.61,26.36,23.3,3,High Yield,87,0.34,71.71,31.01,3.94,479.04,22,74,86,53,72,67,80,58,9,91,27,6.56
2021-02-20,evening,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,95,2,5.65,6.1,34.72,1.1,0.24,0.85,0.014,0.42,0.064,19.22,15.54,19.99,29.56,17.33,3,High Yield,84,0.51,69.03,32.56,2.75,426.52,58,9,68,60,0,71,54,94,6,48,9,72.14
2021-02-20,afternoon,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,139,2,5.76,9.25,35.9,1.77,0.42,0.94,0.024,1.36,0.033,18.3,19.54,17.61,24.5,22.23,2,High Yield,82,0.39,71.59,30.69,2.95,450.57,47,72,16,0,45,72,34,92,9,10,25,36.73
2021-02-20,morning,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,140,2,6.97,5.43,18.46,1.43,0.2,0.71,0.044,1.33,0.087,19.35,19.72,15.32,26.63,17.96,2,High Yield,81,0.36,77.06,26.53,3.86,414.0,44,18,63,77,89,53,4,29,8,41,13,74.63
2021-02-19,evening,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,102,1,6.41,5.9,38.6,1.34,0.47,0.56,0.042,1.45,0.045,18.53,19.54,18.78,29.6,16.3,3,High Yield,76,0.45,72.23,26.58,2.62,352.86,32,45,73,64,19,1,23,18,8,45,7,82.67
2021-02-19,afternoon,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,121,1,5.77,9.07,33.47,1.52,0.26,0.79,0.031,0.52,0.084,16.78,18.41,15.93,15.73,27.36,2,High Yield,80,0.62,60.42,28.63,4.94,477.66,20,54,37,91,38,96,84,75,3,44,27,92.29
2021-02-19,morning,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,118,1,6.63,8.27,38.84,1.43,0.47,0.68,0.017,1.48,0.051,16.26,17.68,18.16,18.96,27.03,3,High Yield,73,0.39,60.98,29.12,3.53,401.56,52,24,84,98,42,27,20,50,2,68,45,33.65
2021-02-18,evening,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,137,0,5.8,8.99,34.62,1.85,0.21,0.36,0.046,0.56,0.087,15.94,15.28,19.92,19.4,28.5,2,High Yield,82,0.76,80.4,31.5,3.06,409.93,43,65,69,98,5,6,45,51,8,83,17,97.32
2021-02-18,afternoon,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,127,0,6.06,9.76,34.55,1.36,0.39,0.72,0.035,0.64,0.067,15.15,18.05,18.58,28.07,15.38,3,High Yield,79,0.74,66.16,24.3,2.62,431.03,39,9,72,77,72,52,53,2,2,15,29,82.5
2021-02-18,morning,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,132,0,5.93,4.39,34.28,1.29,0.43,0.36,0.049,1.7,0.027,16.0,15.36,16.69,16.34,25.34,3,High Yield,83,0.58,65.59,29.4,4.83,308.68,27,8,0,40,19,96,79,57,9,20,31,50.3
2021-02-17,evening,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,138,7,6.05,7.1,49.29,1.1,0.29,0.78,0.046,1.49,0.061,19.86,15.23,16.34,22.68,24.98,2,High Yield,84,0.5,79.88,21.13,3.6,472.69,31,88,49,20,79,96,82,61,10,70,20,0.27
2021-02-17,afternoon,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,137,7,5.88,4.87,32.66,0.87,0.33,0.34,0.021,0.63,0.029,17.25,17.81,18.46,26.75,25.48,2,High Yield,75,0.79,69.87,22.52,2.84,431.62,42,1,41,85,26,43,31,4,4,98,7,40.18
2021-02-17,morning,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,130,7,6.37,4.04,42.29,1.49,0.3,0.45,0.03,1.81,0.049,16.14,19.18,15.41,24.72,18.34,2,High Yield,73,0.38,76.74,28.36,2.52,448.3,36,78,74,79,83,41,52,12,8,4,43,58.32
2021-02-16,evening,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,121,6,5.67,7.7,22.86,0.64,0.45,0.49,0.04,1.56,0.053,15.62,15.05,17.59,23.51,20.74,2,High Yield,83,0.77,61.41,24.16,3.66,431.56,44,96,75,4,7,93,70,93,10,84,42,58.25
2021-02-16,afternoon,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,113,6,5.87,5.84,26.04,1.57,0.39,0.41,0.038,1.88,0.013,18.24,15.98,17.38,27.09,18.65,3,High Yield,70,0.9,76.18,23.12,2.94,374.94,44,86,60,62,84,12,22,10,7,19,24,63.01
2021-02-16,morning,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,95,6,5.97,6.53,37.12,0.77,0.22,0.78,0.032,1.52,0.084,16.77,19.54,18.13,21.25,21.56,3,High Yield,81,0.35,76.61,22.8,3.66,362.86,23,34,56,8,35,82,71,63,9,94,37,82.2
2021-02-15,evening,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,121,5,6.5,9.09,24.02,1.66,0.22,0.71,0.023,1.72,0.068,15.18,18.5,19.73,15.12,24.95,2,High Yield,87,0.88,61.55,20.61,3.67,436.9,51,54,88,45,64,97,44,11,2,15,25,25.07
2021-02-15,afternoon,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,122,5,6.05,7.58,25.87,0.61,0.37,0.53,0.021,1.98,0.087,18.7,15.06,19.67,18.44,29.43,2,High Yield,82,0.64,82.82,33.73,4.72,404.63,44,84,40,46,23,22,39,63,7,51,22,59.23
2021-02-15,morning,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,116,5,6.87,6.0,14.65,1.76,0.33,0.77,0.022,1.63,0.043,17.66,16.52,15.6,17.3,21.09,3,High Yield,79,0.52,71.27,32.2,4.14,379.06,57,55,42,54,68,19,53,51,9,81,8,1.97
2021-02-14,evening,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,122,4,5.69,7.74,14.6,1.46,0.37,0.61,0.037,1.52,0.096,15.27,18.55,16.51,19.67,18.38,2,High Yield,76,0.35,62.82,30.02,3.06,318.27,37,77,100,31,4,40,1,87,8,75,41,9.32
2021-02-14,afternoon,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,111,4,5.96,7.8,37.54,1.71,0.26,0.98,0.019,1.47,0.081,19.48,18.1,17.2,27.32,19.5,3,High Yield,77,0.46,65.26,26.54,4.29,441.1,27,3,19,49,87,99,70,4,4,77,10,48.73
2021-02-14,morning,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,100,4,5.97,4.85,42.74,0.67,0.2,0.39,0.044,1.63,0.061,16.51,18.34,19.83,24.37,22.92,3,High Yield,82,0.52,69.71,22.78,3.36,400.94,25,91,74,91,72,99,93,42,10,39,22,59.94
2021-02-13,evening,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,98,3,5.95,5.75,40.18,0.9,0.38,0.33,0.027,0.66,0.054,15.44,16.54,17.64,27.84,25.94,2,High Yield,70,0.79,80.39,31.55,4.39,421.95,36,49,7,72,6,86,83,9,2,1,5,91.01
2021-02-13,afternoon,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,129,3,6.23,6.0,29.47,0.96,0.44,0.73,0.037,1.26,0.048,17.5,16.07,15.68,19.35,26.71,2,High Yield,74,0.36,84.1,24.08,3.43,321.05,33,65,64,37,48,72,72,77,9,91,9,60.41
2021-02-13,morning,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,92,3,6.48,9.79,15.01,0.62,0.28,0.56,0.049,1.51,0.034,15.19,16.97,16.08,26.83,18.63,3,High Yield,77,0.73,84.66,24.96,3.8,495.21,33,85,59,30,55,7,44,95,6,87,0,97.35
2021-02-12,evening,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,95,2,5.51,5.22,19.43,0.93,0.37,0.94,0.016,0.37,0.069,16.61,17.04,15.14,19.91,17.53,3,High Yield,84,0.78,76.1,27.41,3.56,316.36,21,64,67,58,34,66,14,51,3,100,47,39.57
2021-02-12,afternoon,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,118,2,6.42,9.99,45.83,0.72,0.4,0.4,0.032,0.78,0.042,15.69,16.53,18.14,27.1,23.31,3,High Yield,76,0.64,62.6,27.18,3.59,403.12,29,36,43,73,52,22,19,45,1,18,46,41.69
2021-02-12,morning,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,99,2,6.67,7.0,40.11,1.28,0.45,0.76,0.027,1.82,0.058,19.45,16.68,15.26,21.1,25.97,2,High Yield,77,0.5,61.7,27.46,3.27,354.87,23,52,86,45,85,66,71,4,5,9,40,4.54
2021-02-11,evening,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,121,1,6.13,9.64,34.56,1.02,0.4,0.78,0.031,1.82,0.018,15.39,16.73,17.07,19.48,24.31,2,High Yield,74,0.77,62.57,28.05,3.48,414.51,40,10,0,64,3,56,17,29,5,52,31,14.31
2021-02-11,afternoon,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,95,1,5.83,6.12,17.86,1.7,0.27,0.58,0.017,0.73,0.072,15.11,19.96,16.43,22.04,24.8,2,High Yield,80,0.82,81.95,33.58,4.38,331.92,34,55,28,38,73,20,48,1,2,8,6,83.73
2021-02-11,morning,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,90,1,6.16,5.35,46.09,0.72,0.4,0.37,0.029,1.35,0.037,16.11,15.93,15.57,17.67,16.32,3,High Yield,86,0.9,74.97,28.49,4.11,342.04,43,94,48,94,68,40,81,49,4,59,15,76.4
2021-02-10,evening,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,120,0,6.79,4.63,26.24,1.06,0.42,0.54,0.029,0.5,0.068,16.09,19.77,18.77,24.92,27.42,2,High Yield,74,0.5,62.47,21.16,4.94,372.88,23,85,87,59,17,75,42,89,5,35,49,1.5
2021-02-10,afternoon,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,108,0,5.62,7.71,38.59,0.54,0.3,0.81,0.045,1.36,0.097,15.56,19.32,19.29,17.77,27.17,2,High Yield,70,0.6,60.35,22.89,3.13,413.17,36,31,56,39,2,17,95,41,4,87,32,35.96
2021-02-10,morning,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,130,0,6.26,6.13,30.52,1.22,0.33,0.61,0.011,0.33,0.076,19.48,18.86,19.85,22.32,18.53,3,High Yield,71,0.57,61.84,31.16,3.36,382.6,24,73,71,25,64,15,60,74,7,69,35,88.19
2021-02-09,evening,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,91,7,6.68,7.27,18.61,1.16,0.36,0.99,0.023,1.74,0.034,18.87,16.39,16.51,23.35,25.73,3,High Yield,84,0.33,81.31,29.66,2.98,449.92,55,98,2,24,90,64,37,83,3,25,35,16.23
2021-02-09,afternoon,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,95,7,7.0,5.95,45.61,1.11,0.42,0.74,0.019,0.43,0.09,16.82,17.4,19.19,25.03,27.45,2,High Yield,76,0.42,61.69,29.04,4.2,307.99,38,75,96,17,57,58,55,87,5,29,10,11.39
2021-02-09,morning,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,115,7,6.3,5.03,28.45,1.78,0.47,0.39,0.033,1.31,0.073,17.48,18.12,19.48,21.95,29.9,2,High Yield,84,0.53,81.11,24.88,2.53,487.01,23,69,100,81,21,88,11,81,10,73,34,60.08
2021-02-08,evening,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,90,6,6.29,9.26,26.38,1.17,0.33,0.72,0.041,0.77,0.089,18.41,16.62,15.66,21.42,15.82,2,High Yield,76,0.85,69.35,24.79,3.18,443.47,56,23,4,60,55,38,67,99,9,13,19,48.6
2021-02-08,afternoon,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,137,6,5.94,7.82,25.52,0.91,0.23,0.39,0.033,0.61,0.06,15.57,17.62,16.05,29.65,20.19,2,High Yield,75,0.44,73.95,20.19,4.04,460.73,43,57,71,24,29,71,11,64,5,41,49,11.46
2021-02-08,morning,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,91,6,6.89,8.02,13.24,0.56,0.27,0.8,0.016,1.1,0.028,16.96,18.14,19.64,27.41,22.13,3,High Yield,74,0.52,71.57,25.77,3.56,348.25,42,48,27,48,36,99,45,52,1,47,20,95.73
2021-02-07,evening,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,96,5,6.3,4.71,41.05,1.83,0.49,0.64,0.03,0.84,0.025,16.57,15.95,16.2,27.6,21.54,3,High Yield,76,0.35,65.47,26.72,3.35,380.87,40,91,85,51,36,4,8,90,3,92,34,92.38
2021-02-07,afternoon,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,117,5,6.18,9.56,39.19,1.14,0.35,0.44,0.016,1.36,0.045,18.64,15.25,19.68,28.66,15.12,2,High Yield,74,0.31,78.11,29.22,3.17,432.55,42,45,17,24,69,70,28,96,5,61,11,98.41
2021-02-07,morning,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,98,5,5.87,8.56,25.56,0.67,0.2,0.69,0.033,1.07,0.01,19.84,19.71,16.01,26.33,19.83,3,High Yield,84,0.32,64.8,33.25,3.41,491.69,38,74,89,57,74,31,6,18,7,74,40,39.16
2021-02-06,evening,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,124,4,6.07,7.43,34.45,0.88,0.26,0.88,0.018,1.39,0.077,18.54,16.0,16.24,19.67,22.07,2,High Yield,75,0.78,68.41,22.42,3.53,306.48,54,26,46,15,19,26,68,13,3,62,50,80.13
2021-02-06,afternoon,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,106,4,6.64,7.68,12.24,1.96,0.26,0.35,0.044,0.69,0.014,16.86,17.48,16.77,26.63,22.98,3,High Yield,86,0.73,63.94,30.45,3.33,487.15,31,31,99,96,68,97,95,76,7,8,17,59.05
2021-02-06,morning,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,98,4,6.09,9.26,46.02,0.75,0.3,0.43,0.05,1.26,0.016,17.22,18.31,17.85,29.59,28.45,2,High Yield,90,0.56,76.19,22.25,3.17,303.41,42,19,24,77,75,30,79,3,3,95,24,57.48
2021-02-05,evening,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,93,3,6.6,7.25,43.74,0.58,0.44,0.33,0.044,0.77,0.029,18.58,16.51,18.76,21.94,16.27,2,High Yield,80,0.47,75.14,30.88,4.35,435.43,37,78,59,97,96,97,22,89,9,31,28,85.14
2021-02-05,afternoon,13.25,75.25,Sowing,24.65,24.01,66.36,1.19,16.56,0.56,27.13,0.64,Medium,Rabi,107,3,6.49,6.09,40.17,1.66,0.37,0.33,0.047,1.81,0.049,15.76,17.71,19.46,25.19,27.03,3,High Yield,70,0.44,63.64,24.04,4.73,385.72,38,19,28,90,26,98,67,57,6,75,28,60.83
